tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_correction	specimen_dang	specimen_description	specimen_direction_type	specimen_drats	specimen_f	specimen_fvds	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_md	specimen_q	specimen_rsc
This study	504	0504b213p01	0504b	0504b213p011	0504b213p011 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	473	373	K	-2.078	0.315	0.655	u	21.7	Recalculated from original measurements; supercedes published results.	l	30.4	0.678	0.485	8.312e-05	17.9	5	2	4e-05	-1	1.5	0.7242
This study	504	0504b321p01	0504b	0504b321p011	0504b321p011 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	423	K	-0.134	0.145	0.019	u	56.7	Recalculated from original measurements; supercedes published results.	l	6.7	0.338	0.099	5.352e-06	30.4	13	7	4e-05	-1	1.6	0.7817
This study	504	0504b321p01	0504b	0504b321p012	0504b321p012 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	423	K	-0.844	0.136	0.114	u	18.6	Recalculated from original measurements; supercedes published results.	l	14.2	0.791	0.384	3.375e-05	11.3	11	5	4e-05	-1	5.1	0.8412
This study	504	0504b341p01	0504b	0504b341p011	0504b341p011 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	423	K	-0.513	0.086	0.044	u	17.9	Recalculated from original measurements; supercedes published results.	l	10.3	0.418	0.186	2.052e-05	19.9	11	6	4e-05	-1	4	0.9349
This study	504	0504b341p01	0504b	0504b341p012	0504b341p012 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	273	K	-0.519	0.13	0.067	u	16	Recalculated from original measurements; supercedes published results.	l	39.2	1.124	0.64	2.075e-05	10.2	15	5	4e-05	-1	7.3	0.7932
This study	504	0504b492p01	0504b	0504b492p011	0504b492p011 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	398	K	-0.227	0.048	0.011	u	11.6	Recalculated from original measurements; supercedes published results.	l	32.4	0.724	0.224	9.071e-06	26.6	14	7	4e-05	-1	12.6	0.9721
This study	504	0504b492p01	0504b	0504b492p012	0504b492p012 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	523	K	-0.307	0.055	0.017	u	50.8	Recalculated from original measurements; supercedes published results.	l	58.5	0.493	0.113	1.228e-05	27.2	8	6	4e-05	-1	7.2	0.9817
This study	504	0504b542p01	0504b	0504b542p011	0504b542p011 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	373	K	-0.549	0.071	0.039	u	8.6	Recalculated from original measurements; supercedes published results.	l	34.7	0.913	0.675	2.195e-05	14	15	7	4e-05	-1	11.3	0.9363
This study	504	0504b542p01	0504b	0504b542p012	0504b542p012 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	273	K	-0.638	0.095	0.061	u	10.6	Recalculated from original measurements; supercedes published results.	l	35.6	1.065	0.674	2.551e-05	24.8	14	6	4e-05	-1	9.7	0.8945
This study	504	0504b562p01	0504b	0504b562p011	0504b562p011 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	473	K	-0.531	0.026	0.014	u	7.8	Recalculated from original measurements; supercedes published results.	l	1.3	0.383	0.044	2.123e-05	12.5	9	6	4e-05	-1	12.4	0.9954
This study	510	0510x111000	0510x	0510x1110002	0510x1110002 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	423	K	-0.641	0.052	0.033	u	14.1	Recalculated from original measurements; supercedes published results.	l	17.1	0.835	0.387	1.923e-05	11.8	11	6	3e-05	-1	14	0.976
This study	520	0520x301091	0520x	0520x3010911	0520x3010911 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	673	473	K	-0.153	0.067	0.01	u	1.6	Recalculated from original measurements; supercedes published results.	l	21.4	0.36	0.169	7.661e-06	9.2	9	5	5e-05	-1	4.7	0.969
This study	520	0520x301091	0520x	0520x3010912	0520x3010912 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	548	448	K	-0.147	0.067	0.01	u	11.5	Recalculated from original measurements; supercedes published results.	l	24.7	0.332	0.099	7.364e-06	9.1	5	3	5e-05	-1	3.7	0.9866
This study	520	0520x311020	0520x	0520x3110201	0520x3110201 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	748	473	K	-0.45	0.025	0.011	u	3.4	Recalculated from original measurements; supercedes published results.	l	2.4	0.532	0.308	2.251e-05	7.5	12	6	5e-05	-1	19.3	0.9939
This study	520	0520x311020	0520x	0520x3110202	0520x3110202 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	448	K	-0.726	0.019	0.014	u	4.3	Recalculated from original measurements; supercedes published results.	l	1.4	0.663	0.435	3.631e-05	6.8	12	6	5e-05	-1	31.5	0.9964
This study	522	0522b032p02	0522b	0522b032p022	0522b032p022 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	798	448	K	-0.197	0.115	0.023	u	9.8	Recalculated from original measurements; supercedes published results.	l	9.5	1.092	0.614	9.864e-06	11.1	15	8	5e-05	-1	8.3	0.8345
This study	522	0522b033000	0522b	0522b0330002	0522b0330002 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	448	K	-0.296	0.105	0.031	u	12.2	Recalculated from original measurements; supercedes published results.	l	4	0.852	0.37	1.478e-05	21.4	13	7	5e-05	-1	6.6	0.8813
This study	522	0522b041p02	0522b	0522b041p022	0522b041p022 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:SM-TTEST:IE-TT	748	623	K	-0.43	0.012	0.005	u	4.4	Recalculated from original measurements; supercedes published results.	l	322.8	0.423	0.371	2.149e-05	5.4	5	9	5e-05	-1	23.2	0.9996
This study	522	0522b041p02	0522b	0522b041p023	0522b041p023 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	798	648	K	-0.142	0.298	0.042	u	13.8	Recalculated from original measurements; supercedes published results.	l	23.7	0.789	0.325	7.108e-06	4.2	7	8	5e-05	-1	2	0.6057
This study	522	0522b051p01	0522b	0522b051p011	0522b051p011 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	798	373	K	-0.349	0.054	0.019	u	3	Recalculated from original measurements; supercedes published results.	l	274.4	0.886	0.688	1.746e-05	3.8	16	10	5e-05	-1	14.4	0.9593
This study	522	0522b051p01	0522b	0522b051p012	0522b051p012 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	798	373	K	-0.314	0.057	0.018	u	0.8	Recalculated from original measurements; supercedes published results.	l	7.9	1.032	0.812	1.571e-05	5.1	17	8	5e-05	-1	16.5	0.9527
This study	525	0525a005p6b	0525a	0525a005p6b1	0525a005p6b1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	689	422	K	-1.321	0.034	0.045	u	1.2	Recalculated from original measurements; supercedes published results.	l	11.6	0.816	0.577	6.606e-05	3.6	11	6	5e-05	-1	20.9	0.9894
This study	525	0525a005p6b	0525a	0525a005p6b4	0525a005p6b4 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	648	373	K	-1.456	0.039	0.056	u	3.4	Recalculated from original measurements; supercedes published results.	l	8.4	0.874	0.756	7.28e-05	8.1	12	5	5e-05	-1	19.8	0.9852
This study	525	0525a592p3h	0525a	0525a592p3h2	0525a592p3h2 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	398	K	-1.222	0.026	0.031	u	0.8	Recalculated from original measurements; supercedes published results.	l	2.2	0.891	0.74	6.108e-05	3	14	7	5e-05	-1	30.3	0.9921
This study	525	0525a592p3h	0525a	0525a592p3h3	0525a592p3h3 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	497	K	-1.224	0.047	0.058	u	1.5	Recalculated from original measurements; supercedes published results.	l	1.4	0.746	0.587	6.118e-05	1.9	10	7	5e-05	-1	13.7	0.9821
This study	525	0525a594p1r	0525a	0525a594p1r1	0525a594p1r1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	689	497	K	-1.194	0.076	0.091	u	4.8	Recalculated from original measurements; supercedes published results.	l	4.9	0.899	0.545	5.969e-05	4.5	8	5	5e-05	-1	9.3	0.9657
This study	525	0525a594p1r	0525a	0525a594p1r3	0525a594p1r3 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	648	422	K	-1.352	0.036	0.048	u	0.7	Recalculated from original measurements; supercedes published results.	l	6.3	0.923	0.692	6.762e-05	4.5	10	5	5e-05	-1	18.9	0.9899
This study	530	0530a108000	0530a	0530a1080001	0530a1080001 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	523	K	-1.568	0.1	0.157	u	5.5	Recalculated from original measurements; supercedes published results.	l	1040.6	0.487	0.219	6.273e-05	5.4	8	4	4e-05	-1	3.6	0.941
This study	530	0530a108000	0530a	0530a1080003	0530a1080003 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	523	K	-0.446	0.082	0.036	u	26.6	Recalculated from original measurements; supercedes published results.	l	389.6	0.412	0.135	1.784e-05	22.4	8	4	4e-05	-1	4	0.9603
This study	534	0534a1282p09	0534a	0534a1282p092	0534a1282p092 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	703	523	K	-0.221	0.159	0.035	u	3.4	Recalculated from original measurements; supercedes published results.	l	10.6	0.776	0.379	8.852e-06	5.8	9	6	4e-05	-1	4.1	0.8313
This study	534	0534a1282p09	0534a	0534a1282p093	0534a1282p093 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	703	523	K	-0.142	0.185	0.026	u	15.4	Recalculated from original measurements; supercedes published results.	l	10.1	0.603	0.237	5.673e-06	16.5	9	6	4e-05	-1	2.6	0.7742
This study	534	0534a1282p14	0534a	0534a1282p141	0534a1282p141 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	703	623	K	-0.113	0.238	0.027	u	12.5	Recalculated from original measurements; supercedes published results.	l	13.9	0.513	0.145	4.521e-06	14.7	5	6	4e-05	-1	1.5	0.8372
This study	543	0543a124p04	0543a	0543a124p041	0543a124p041 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	798	498	K	-0.094	0.084	0.008	u	7.1	Recalculated from original measurements; supercedes published results.	l	16.6	0.837	0.219	3.772e-06	25	11	4	4e-05	-1	8.3	0.9378
This study	543	0543a124p04	0543a	0543a124p042	0543a124p042 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	738	498	K	-0.308	0.596	0.183	u	90.7	Recalculated from original measurements; supercedes published results.	l	7.1	0.276	0.064	1.232e-05	37.1	9	2	4e-05	-1	0.1	0.0587
This study	543	0543a132p03	0543a	0543a132p031	0543a132p031 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	798	498	K	-0.153	0.028	0.004	u	3.3	Recalculated from original measurements; supercedes published results.	l	3.5	0.843	0.587	6.127e-06	8	11	3	4e-05	-1	24.4	0.9927
This study	543	0543a132p03	0543a	0543a132p034	0543a132p034 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	798	498	K	-0.27	0.032	0.009	u	3.3	Recalculated from original measurements; supercedes published results.	l	7.4	0.857	0.509	1.078e-05	6.8	11	4	4e-05	-1	21.7	0.991
This study	543	0543a141p2c	0543a	0543a141p2c2	0543a141p2c2 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	738	423	K	-0.256	0.092	0.024	u	63.5	Recalculated from original measurements; supercedes published results.	l	7.1	0.487	0.092	1.025e-05	30	12	3	4e-05	-1	4.7	0.9176
This study	543	0543a141p2c	0543a	0543a141p2c4	0543a141p2c4 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	738	423	K	-0.175	0.198	0.035	u	139.9	Recalculated from original measurements; supercedes published results.	l	5.6	0.643	0.069	6.986e-06	14	12	3	4e-05	-1	2.3	0.6475
This study	543	0543a152p3a	0543a	0543a152p3a1	0543a152p3a1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	473	K	-0.219	0.065	0.014	u	3.1	Recalculated from original measurements; supercedes published results.	l	8.2	0.832	0.26	8.778e-06	6.4	11	4	4e-05	-1	10.9	0.9628
This study	543	0543a152p3a	0543a	0543a152p3a4	0543a152p3a4 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	798	498	K	-0.212	0.04	0.008	u	4.4	Recalculated from original measurements; supercedes published results.	l	5.3	0.794	0.213	8.496e-06	7.1	11	4	4e-05	-1	16.6	0.9857
This study	543	0543a162p1b	0543a	0543a162p1b1	0543a162p1b1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	823	373	K	-0.593	0.14	0.083	u	13.3	Recalculated from original measurements; supercedes published results.	l	20.3	0.525	0.22	2.371e-05	28.4	16	4	4e-05	-1	2.2	0.7459
This study	543	0543a162p1b	0543a	0543a162p1b3	0543a162p1b3 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	373	K	-0.229	0.133	0.031	u	14.5	Recalculated from original measurements; supercedes published results.	l	16.3	1.107	0.263	9.179e-06	22.1	14	4	4e-05	-1	7	0.7982
This study	556	0556x031140	0556x	0556x0311401	0556x0311401 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	423	K	-0.323	0.077	0.025	u	6.7	Recalculated from original measurements; supercedes published results.	l	8	0.777	0.285	1.294e-05	9.9	11	5	4e-05	-1	8.9	0.9477
This study	556	0556x031140	0556x	0556x0311402	0556x0311402 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	723	398	K	-0.355	0.095	0.034	u	4.8	Recalculated from original measurements; supercedes published results.	l	34.3	0.873	0.315	1.42e-05	17.6	12	6	4e-05	-1	8	0.9118
This study	556	0556x041091	0556x	0556x0410911	0556x0410911 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	348	K	-0.174	0.137	0.024	u	76	Recalculated from original measurements; supercedes published results.	l	7.5	0.933	0.202	6.975e-06	14.2	14	5	4e-05	-1	6	0.7885
This study	556	0556x041091	0556x	0556x0410911	0556x0410911 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	348	K	-0.174	0.137	0.024	u	76	Recalculated from original measurements; supercedes published results.	l	7.5	0.933	0.202	6.975e-06	14.2	14	5	4e-05	-1	6	0.7885
This study	556	0556x041091	0556x	0556x0410912	0556x0410912 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	648	398	K	-0.349	0.075	0.026	u	12.5	Recalculated from original measurements; supercedes published results.	l	12.1	0.754	0.228	1.394e-05	14	10	4	4e-05	-1	8.5	0.9555
This study	556	0556x041091	0556x	0556x0410912	0556x0410912 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	648	398	K	-0.349	0.075	0.026	u	12.5	Recalculated from original measurements; supercedes published results.	l	12.1	0.754	0.228	1.394e-05	14	10	4	4e-05	-1	8.5	0.9555
This study	556	0556x041091	0556x	0556x0410913	0556x0410913 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	723	373	K	-0.248	0.022	0.006	u	1.9	Recalculated from original measurements; supercedes published results.	l	12	0.883	0.65	9.919e-06	4	13	6	4e-05	2	34	0.9944
This study	556	0556x041091	0556x	0556x0410914	0556x0410914 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	798	473	K	-0.247	0.021	0.005	u	1.9	Recalculated from original measurements; supercedes published results.	l	18.5	0.699	0.589	9.899e-06	5.8	14	8	4e-05	3	31.3	0.9949
This study	556	0556x041091	0556x	0556x0410915	0556x0410915 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	748	373	K	-0.248	0.018	0.004	u	3.1	Recalculated from original measurements; supercedes published results.	l	16.5	0.9	0.725	9.917e-06	3.2	14	7	4e-05	2	43.3	0.9961
This study	556	0556x044p02	0556x	0556x044p022	0556x044p022 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	373	K	-0.221	0.243	0.054	u	43.4	Recalculated from original measurements; supercedes published results.	l	31.4	1.099	0.198	8.86e-06	25.3	15	6	4e-05	-1	3.3	0.381
This study	556	0556x044p02	0556x	0556x044p023	0556x044p023 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	573	K	-0.32	0.063	0.02	u	7.4	Recalculated from original measurements; supercedes published results.	l	15.6	0.534	0.285	1.281e-05	24.9	7	6	4e-05	-1	7.1	0.9805
This study	556	0556x051116	0556x	0556x0511162	0556x0511162 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	348	K	-0.882	0.116	0.102	u	32.5	Recalculated from original measurements; supercedes published results.	l	1.7	0.981	0.313	3.527e-05	11.2	15	6	4e-05	-1	7.5	0.8331
This study	556	0556x051116	0556x	0556x0511163	0556x0511163 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	598	348	K	-1.452	0.099	0.144	u	21.3	Recalculated from original measurements; supercedes published results.	l	19.3	0.847	0.406	5.809e-05	7.3	11	2	4e-05	-1	6.8	0.9129
This study	556	0556x051116	0556x	0556x0511164	0556x0511164 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	773	373	K	-0.555	0.041	0.023	u	4.2	Recalculated from original measurements; supercedes published results.	l	26.6	0.789	0.632	2.222e-05	6.3	15	7	4e-05	4	16.8	0.9783
This study	556	0556x051116	0556x	0556x0511165	0556x0511165 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	773	373	K	-0.536	0.071	0.038	u	0.8	Recalculated from original measurements; supercedes published results.	l	26.1	0.839	0.579	2.144e-05	12	15	7	4e-05	8	10.1	0.9362
This study	556	0556x051116	0556x	0556x0511166	0556x0511166 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	773	373	K	-0.527	0.041	0.022	u	9.5	Recalculated from original measurements; supercedes published results.	l	17.4	0.89	0.692	2.106e-05	6.5	15	7	4e-05	6	19.6	0.9778
This study	556	0556x052084	0556x	0556x0520841	0556x0520841 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	423	K	-0.314	0.073	0.023	u	1	Recalculated from original measurements; supercedes published results.	l	0.6	0.864	0.476	1.257e-05	3.7	13	6	4e-05	-1	10.5	0.9418
This study	556	0556x052084	0556x	0556x0520843	0556x0520843 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	423	K	-0.283	0.04	0.011	u	6.2	Recalculated from original measurements; supercedes published results.	l	11.3	0.866	0.278	1.132e-05	16.2	13	6	4e-05	-1	18.9	0.9822
This study	556	0556x052084	0556x	0556x0520844	0556x0520844 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	823	373	K	-0.281	0.087	0.024	u	2.6	Recalculated from original measurements; supercedes published results.	l	42.1	0.988	0.653	1.125e-05	10.4	17	8	4e-05	5	9.8	0.8895
This study	556	0556x052084	0556x	0556x0520845	0556x0520845 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	798	648	K	-0.455	0.025	0.011	u	6.4	Recalculated from original measurements; supercedes published results.	l	34.5	0.545	0.422	1.822e-05	5.1	7	8	4e-05	3	16.8	0.9969
This study	556	0556x052084	0556x	0556x0520846	0556x0520846 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	798	373	K	-0.255	0.052	0.013	u	7	Recalculated from original measurements; supercedes published results.	l	48	0.973	0.586	1.019e-05	13.7	16	8	4e-05	7	16.1	0.9627
This study	556	0556x054078	0556x	0556x0540781	0556x0540781 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	373	K	-0.058	0.257	0.015	u	37.4	Recalculated from original measurements; supercedes published results.	l	43.4	1.162	0.157	2.315e-06	36.6	15	6	4e-05	-1	3.5	0.3252
This study	556	0556x054078	0556x	0556x0540782	0556x0540782 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	423	K	-0.09	0.218	0.02	u	11	Recalculated from original measurements; supercedes published results.	l	44.4	0.765	0.118	3.588e-06	36.9	13	6	4e-05	-1	2.8	0.5447
This study	556	0556x061095	0556x	0556x0610952	0556x0610952 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	473	K	-0.097	0.127	0.012	u	39	Recalculated from original measurements; supercedes published results.	l	19.8	0.424	0.068	3.867e-06	37.5	9	5	4e-05	-1	2.3	0.8895
This study	556	0556x061095	0556x	0556x0610953	0556x0610953 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	423	K	-0.158	0.093	0.015	u	4.9	Recalculated from original measurements; supercedes published results.	l	28	0.801	0.18	6.308e-06	23.3	13	6	4e-05	-1	7.5	0.9067
