tab	pmag_specimens
er_specimen_name	er_sample_name	er_site_name	er_location_name	er_analyst_mail_names	er_citation_names	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_drats	specimen_f	specimen_fvds	specimen_gamma	specimen_inc	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_mad	specimen_md	specimen_n	specimen_q	specimen_rsc	specimen_tilt_correction
mc135i2	mc135i	mc135	McMurdo	Lisa Tauxe	This study	mc135i2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		250.9	l					-74.5						1		13			0
mc136a1	mc136a	mc136	McMurdo	Lisa Tauxe	This study	mc136a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		98.6	l					18.5						4		10			0
mc136a2	mc136a	mc136	McMurdo	Lisa Tauxe	This study	mc136a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	833	473	K		-0.057	0.133	0.008		u	30.8	36.7	l	0.3	0.904	0.162	1.5	56.8	0.0000014154	16	13	7	0.000025		-1		5.3	0.8149	-1
mc136c1	mc136c	mc136	McMurdo	Lisa Tauxe	This study	mc136c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.1	0	T					A	u		197.0	p					1.8						4		11			0
mc136d1	mc136d	mc136	McMurdo	Lisa Tauxe	This study	mc136d1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.015	T					A	u		105.6	l					15.9						2.8		8			0
mc136d2	mc136d	mc136	McMurdo	Lisa Tauxe	This study	mc136d2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		103.4	l					20.6						2.8		10			0
mc136e1	mc136e	mc136	McMurdo	Lisa Tauxe	This study	mc136e1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		102.9	l					18.9						4.7		10			0
mc136g1	mc136g	mc136	McMurdo	Lisa Tauxe	This study	mc136g1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.02	T					A	u		96.4	l					15.7						5.2		8			0
mc136i1	mc136i	mc136	McMurdo	Lisa Tauxe	This study	mc136i1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.06	0	T					A	u		203.7	p					0.3						6.7		9			0
mc137a1	mc137a	mc137	McMurdo	Lisa Tauxe	This study	mc137a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.03	T					A	u		60.6	l					34.5						4.8		9			0
mc137d1	mc137d	mc137	McMurdo	Lisa Tauxe	This study	mc137d1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.05	0.005	T					A	u		341.1	p					6.6						2.4		7			0
mc137h1	mc137h	mc137	McMurdo	Lisa Tauxe	This study	mc137h1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.06	0	T					A	u		342.1	p					5.2						4		9			0
mc137j2	mc137j	mc137	McMurdo	Lisa Tauxe	This study	mc137j2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.04	0	T					A	u		339.6	p					6.4						3.8		7			0
mc137l1	mc137l	mc137	McMurdo	Lisa Tauxe	This study	mc137l1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.03	0	T					A	u		336.7	p					4.9						2.6		6			0
mc138a1	mc138a	mc138	McMurdo	Lisa Tauxe	This study	mc138a1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.06	0	T					A	u		352.2	p					3.1						1.6		9			0
mc138b1	mc138b	mc138	McMurdo	Lisa Tauxe	This study	mc138b1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.06	0	T					A	u		351.0	p					4						3.4		10			0
mc138d1	mc138d	mc138	McMurdo	Lisa Tauxe	This study	mc138d1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.08	0.005	T					A	u		351.2	p					5.8						4.3		10			0
mc138g1	mc138g	mc138	McMurdo	Lisa Tauxe	This study	mc138g1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.025	T					A	u		87.4	l					11.5						4.3		6			0
mc138h1	mc138h	mc138	McMurdo	Lisa Tauxe	This study	mc138h1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.05	0	T					A	u		348.5	p					7.9						2.8		8			0
mc139a1	mc139a	mc139	McMurdo	Lisa Tauxe	This study	mc139a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	623	K		-0.214	0.18	0.039		u	5.4	178.7	l	22.9	0.704	0.329	1.6	31.6	0.0000053612	9.8	7	5	0.000025		-1		3.2	0.8447	-1
mc139a2	mc139a	mc139	McMurdo	Lisa Tauxe	This study	mc139a2-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		159.0	l					81						0.9		10			0
mc139c1	mc139c	mc139	McMurdo	Lisa Tauxe	This study	mc139c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	423	K		-0.79	0.041	0.032		u	3.6	180.2	l	11.3	0.903	0.746	2.7	13.4	0.000019759	4.8	12	5	0.000025		-1		18.4	0.9835	-1
mc139d1	mc139d	mc139	McMurdo	Lisa Tauxe	This study	mc139d1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.03	T					A	u		165.6	l					77.6						2.3		9			0
mc139e1	mc139e	mc139	McMurdo	Lisa Tauxe	This study	mc139e1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		175.6	l					79.9						1.3		10			0
mc139h1	mc139h	mc139	McMurdo	Lisa Tauxe	This study	mc139h1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		161.9	l					77						1.3		12			0
mc139j2	mc139j	mc139	McMurdo	Lisa Tauxe	This study	mc139j2-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		181.3	l					78.9						1.3		10			0
mc13a	mc13a	mc13	McMurdo	Lisa Tauxe	This study	mc13a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	723	273	K		-0.712	0.046	0.033		u	4.6	22.0	l	10.4	0.994	0.845	0.6	-31.3	0.000028479	5.9	9	5	0.00004		-1		17.6	0.9854	-1
mc13b	mc13b	mc13	McMurdo	Lisa Tauxe	This study	mc13b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:IE-TT	pmagpy-2.60	673	273	K		-0.749	0.035	0.026		u	11.5	11.7	l	3.6	0.758	0.693	2.1	-36	0.000029978	2.6	8	5	0.00004		5		17.1	0.9927	-1
mc13c	mc13c	mc13	McMurdo	Lisa Tauxe	This study	mc13c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	723	273	K		-0.819	0.031	0.026		u	2.8	10.3	l	7.7	0.979	0.858	1	-14	0.000032768	4	9	5	0.00004		-1		25.1	0.9932	-1
mc13d	mc13d	mc13	McMurdo	Lisa Tauxe	This study	mc13d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	723	273	K		-0.791	0.063	0.05		u	1.6	25.0	l	18.2	1.003	0.911	1.1	-53.8	0.000031644	2.3	9	4	0.00004		-1		13	0.9724	-1
mc13e	mc13e	mc13	McMurdo	Lisa Tauxe	This study	mc13e-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		92.2	l					-73.3						0.9		10			0
mc13f	mc13f	mc13	McMurdo	Lisa Tauxe	This study	mc13f-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		99.2	l					-63.3						1.8		11			0
mc13g	mc13g	mc13	McMurdo	Lisa Tauxe	This study	mc13g-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.16	0.005	T					A	u		117.4	l					-71.3						0.9		12			0
mc13h	mc13h	mc13	McMurdo	Lisa Tauxe	This study	mc13h-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		114.0	l					-71						1.3		9			0
mc140a1	mc140a	mc140	McMurdo	Lisa Tauxe	This study	mc140a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	423	K		-0.766	0.073	0.056		u	4.3	7.2	l	8.4	0.953	0.689	0.7	-6	0.000019149	4.9	12	5	0.000025		-1		11.4	0.947	-1
mc140b1	mc140b	mc140	McMurdo	Lisa Tauxe	This study	mc140b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	423	K		-0.55	0.09	0.049		u	6.1	6.9	l	7	0.953	0.552	2.6	-2.7	0.000013743	7.3	12	5	0.000025		-1		9.2	0.9213	-1
mc140c1	mc140c	mc140	McMurdo	Lisa Tauxe	This study	mc140c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	773	423	K		-0.688	0.112	0.077		u	12.6	11.8	l	4.5	0.699	0.402	1.6	-4.5	0.000017194	13.1	8	5	0.000025		-1		5	0.926	-1
mc140d1	mc140d	mc140	McMurdo	Lisa Tauxe	This study	mc140d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	523	K		-0.79	0.062	0.049		u	4.6	10.1	l	6.2	0.911	0.652	2.2	3	0.000019745	5	10	5	0.000025		-1		11.9	0.9697	-1
mc140e1	mc140e	mc140	McMurdo	Lisa Tauxe	This study	mc140e1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		320.2	l					-80.3						1.3		13			0
mc140g1	mc140g	mc140	McMurdo	Lisa Tauxe	This study	mc140g1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		356.6	l					-76.9						0.9		13			0
mc140h1	mc140h	mc140	McMurdo	Lisa Tauxe	This study	mc140h1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		345.8	l					-80.2						1.9		13			0
mc140j1	mc140j	mc140	McMurdo	Lisa Tauxe	This study	mc140j1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		347.5	l					-79.8						1.4		13			0
mc141b1	mc141b	mc141	McMurdo	Lisa Tauxe	This study	mc141b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	623	273	K					A	u		148.2	l					82.4						3.3		6			0
mc141b2	mc141b	mc141	McMurdo	Lisa Tauxe	This study	mc141b2-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		155.4	l					84.2						1		13			0
mc141c1	mc141c	mc141	McMurdo	Lisa Tauxe	This study	mc141c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	623	273	K					A	u		148.4	l					82.8						4		6			0
mc141g1	mc141g	mc141	McMurdo	Lisa Tauxe	This study	mc141g1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		111.8	l					80.1						1.4		13			0
mc141h3	mc141h	mc141	McMurdo	Lisa Tauxe	This study	mc141h3-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		117.1	l					84.2						1		13			0
mc141k2	mc141k	mc141	McMurdo	Lisa Tauxe	This study	mc141k2-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0	T					A	u		110.0	l					81.3						3.2		13			0
mc141l1	mc141l	mc141	McMurdo	Lisa Tauxe	This study	mc141l1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		174.1	l					86.3						0.8		13			0
mc142b2	mc142b	mc142	McMurdo	Lisa Tauxe	This study	mc142b2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		313.8	l					85.2						0.9		13			0
mc142c1	mc142c	mc142	McMurdo	Lisa Tauxe	This study	mc142c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT:DA-AC-AARM	pmagpy-2.60	793	423	K		-0.585	0.082	0.048		c	5.7	187.5	l	9.8	0.617	0.51	8.1	49.7	0.000014822	5.5	9	5	0.000025		-1		6.3	0.954	-1
mc142c2	mc142c	mc142	McMurdo	Lisa Tauxe	This study	mc142c2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		332.9	l					86.1						2		13			0
mc142d1	mc142d	mc142	McMurdo	Lisa Tauxe	This study	mc142d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	823	423	K		-0.521	0.054	0.028		c	5.5	183.9	l	7.8	0.864	0.722	5.3	49.9	0.000013381	4.3	12	5	0.000025		-1		14	0.9708	-1
mc142e1	mc142e	mc142	McMurdo	Lisa Tauxe	This study	mc142e1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		310.8	l					86.6						1.9		13			0
mc142e2	mc142e	mc142	McMurdo	Lisa Tauxe	This study	mc142e2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	843	423	K		-0.586	0.025	0.015		c	2.8	186.2	l	19.4	0.931	0.854	7.7	52.5	0.000014322	2.4	14	6	0.000025		-1		33	0.9923	-1
mc142f2	mc142f	mc142	McMurdo	Lisa Tauxe	This study	mc142f2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	843	423	K		-0.581	0.023	0.014		c	3.2	180.5	l	19.2	0.935	0.814	10.5	46.8	0.000014242	3	14	6	0.000025		-1		35.9	0.9934	-1
mc142i2	mc142i	mc142	McMurdo	Lisa Tauxe	This study	mc142i2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		327.8	l					78.6						2.2		13			0
mc142k1	mc142k	mc142	McMurdo	Lisa Tauxe	This study	mc142k1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		307.9	l					83.2						2.1		13			0
mc142k2	mc142k	mc142	McMurdo	Lisa Tauxe	This study	mc142k2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	843	523	K		-0.798	0.024	0.019		c	2.2	183.7	l	5.8	0.825	0.756	7.4	52.3	0.000018681	2.1	12	6	0.000025		-1		30.6	0.9943	-1
mc143a1	mc143a	mc143	McMurdo	Lisa Tauxe	This study	mc143a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.005	T					A	u		27.9	l					-42.6						4.3		10			0
mc143b1	mc143b	mc143	McMurdo	Lisa Tauxe	This study	mc143b1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.005	T					A	u		32.9	l					-36.5						5.2		9			0
mc143c1	mc143c	mc143	McMurdo	Lisa Tauxe	This study	mc143c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.01	T					A	u		33.3	l					-57.6						2.6		9			0
mc143d2	mc143d	mc143	McMurdo	Lisa Tauxe	This study	mc143d2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.01	T					A	u		27.7	l					-44.9						4.6		9			0
mc143g1	mc143g	mc143	McMurdo	Lisa Tauxe	This study	mc143g1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.01	T					A	u		31.5	l					-43.9						3		8			0
mc143h1	mc143h	mc143	McMurdo	Lisa Tauxe	This study	mc143h1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.01	T					A	u		30.7	l					-53.8						2.7		8			0
mc143i1	mc143i	mc143	McMurdo	Lisa Tauxe	This study	mc143i1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.01	T					A	u		28.2	l					-49						3.6		8			0
mc144a1	mc144a	mc144	McMurdo	Lisa Tauxe	This study	mc144a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		221.9	l					82.7						3.3		11			0
mc144b1	mc144b	mc144	McMurdo	Lisa Tauxe	This study	mc144b1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		205.6	l					82.8						1.8		11			0
mc144d1	mc144d	mc144	McMurdo	Lisa Tauxe	This study	mc144d1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.005	T					A	u		215.3	l					77.8						1.8		10			0
mc144e1	mc144e	mc144	McMurdo	Lisa Tauxe	This study	mc144e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	853	423	K		-0.613	0.021	0.013		c	4.7	170.1	l	7.1	0.906	0.761	7	34.6	0.000019681	2.4	18	10	0.000025		-1		38.5	0.993	-1
mc144f1	mc144f	mc144	McMurdo	Lisa Tauxe	This study	mc144f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	853	423	K		-0.595	0.035	0.021		c	4.8	171.4	l	2.7	0.933	0.713	8.3	38.4	0.000018217	3.5	18	10	0.000025		-1		23.5	0.9806	-1
mc144h1	mc144h	mc144	McMurdo	Lisa Tauxe	This study	mc144h1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	823	423	K		-0.242	0.058	0.014		c	7.3	181.3	l	6.2	0.888	0.495	2.5	50.7	0.0000066641	7.4	12	5	0.000025		-1		13	0.9671	-1
mc144h2	mc144h	mc144	McMurdo	Lisa Tauxe	This study	mc144h2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		158.6	l					80.1						2.1		11			0
mc144j1	mc144j	mc144	McMurdo	Lisa Tauxe	This study	mc144j1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		179.6	l					84.4						2.1		11			0
mc144j2	mc144j	mc144	McMurdo	Lisa Tauxe	This study	mc144j2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	723	423	K		-0.774	0.138	0.107		u	13	168.4	l	19.9	0.557	0.399	5.5	68.7	0.000019352	6.2	8	6	0.000025		-1		3.3	0.8889	-1
mc144k1	mc144k	mc144	McMurdo	Lisa Tauxe	This study	mc144k1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	793	473	K		-0.498	0.058	0.029		u	8.4	174.7	l	3	0.709	0.55	4.7	62.7	0.000012438	7.6	8	5	0.000025		-1		9.3	0.9797	-1
mc145b1	mc145b	mc145	McMurdo	Lisa Tauxe	This study	mc145b1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		25.0	l					4.2						3.7		13			0
mc145c2	mc145c	mc145	McMurdo	Lisa Tauxe	This study	mc145c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	843	423	K		-0.267	0.043	0.012		u	3.8	264.8	l	10.2	0.822	0.642	0.5	2.4	0.0000066834	6.8	15	8	0.000025		-1		13.4	0.9758	-1
mc145f1	mc145f	mc145	McMurdo	Lisa Tauxe	This study	mc145f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	848	423	K		-0.288	0.052	0.015		u	1.6	261.9	l	10.6	0.877	0.63	1.3	-0.6	0.0000072109	7.1	16	8	0.000025		-1		12.5	0.9621	-1
mc145i1	mc145i	mc145	McMurdo	Lisa Tauxe	This study	mc145i1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		27.2	l					2.6						2.3		12			0
mc145j1	mc145j	mc145	McMurdo	Lisa Tauxe	This study	mc145j1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		26.5	l					-0.4						4.6		12			0
mc145k2	mc145k	mc145	McMurdo	Lisa Tauxe	This study	mc145k2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	833	423	K		-0.277	0.05	0.014		u	1.6	280.0	l	2.6	0.806	0.69	2.3	14.6	0.0000069291	3.2	13	8	0.000025		-1		10.6	0.9724	-1
mc145l1	mc145l	mc145	McMurdo	Lisa Tauxe	This study	mc145l1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	833	423	K		-0.278	0.029	0.008		u	2.3	273.5	l	1.9	0.736	0.596	2.7	14.5	0.0000069441	4.5	13	8	0.000025		-1		17.6	0.9908	-1
mc146a1	mc146a	mc146	McMurdo	Lisa Tauxe	This study	mc146a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		252.5	l					62.3						2		10			0
mc146d1	mc146d	mc146	McMurdo	Lisa Tauxe	This study	mc146d1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		257.0	l					62.7						1.8		11			0
mc146e1	mc146e	mc146	McMurdo	Lisa Tauxe	This study	mc146e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	838	423	K		-0.668	0.048	0.032		u	0.8	226.1	l	5.1	0.975	0.888	2.2	63	0.000016706	1.7	14	7	0.000025		-1		17.3	0.973	-1
mc146f1	mc146f	mc146	McMurdo	Lisa Tauxe	This study	mc146f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	838	423	K		-0.708	0.036	0.025		u	1.1	212.6	l	2.6	0.95	0.859	0.7	48.9	0.000017708	2.1	14	7	0.000025		-1		22.8	0.9849	-1
