tab	er_samples
er_sample_name	er_site_name	er_location_name	cooling_rate_corr	cooling_rate_mcd	er_citation_names	er_sample_alternatives	er_scientist_mail_names	magic_method_codes	participantlist	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_cooling_rate	sample_declination_correction	sample_description	sample_dip	sample_height	sample_igsn	sample_lat	sample_lithology	sample_lon	sample_texture	sample_type
mc32c	mc32	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.3		Not Specified
mc32d	mc32	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.3		Not Specified
mc32e	mc32	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.3		Not Specified
mc32f	mc32	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.3		Not Specified
mc32g	mc32	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.3		Not Specified
mc32h	mc32	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.3		Not Specified
mc33a	mc33	McMurdo			This study			:SO-NO					Not Specified							-78.38000	Not Specified	164.34		Not Specified
mc33b	mc33	McMurdo			This study			:SO-NO					Not Specified							-78.38000	Not Specified	164.34		Not Specified
mc33c	mc33	McMurdo			This study			:SO-NO					Not Specified							-78.38000	Not Specified	164.34		Not Specified
mc33d	mc33	McMurdo			This study			:SO-NO					Not Specified							-78.38000	Not Specified	164.34		Not Specified
mc33e	mc33	McMurdo			This study			:SO-NO					Not Specified							-78.38000	Not Specified	164.34		Not Specified
mc33f	mc33	McMurdo			This study			:SO-NO					Not Specified							-78.38000	Not Specified	164.34		Not Specified
mc33g	mc33	McMurdo			This study			:SO-NO					Not Specified							-78.38000	Not Specified	164.34		Not Specified
mc33h	mc33	McMurdo			This study			:SO-NO					Not Specified							-78.38000	Not Specified	164.34		Not Specified
mc34a	mc34	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc34b	mc34	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc34c	mc34	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc34d	mc34	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc34e	mc34	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc34f	mc34	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc34g	mc34	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc34h	mc34	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc35a	mc35	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.23		Not Specified
mc35b	mc35	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.23		Not Specified
mc35c	mc35	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.23		Not Specified
mc35d	mc35	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.23		Not Specified
mc35e	mc35	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.23		Not Specified
mc35f	mc35	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.23		Not Specified
mc35g	mc35	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.23		Not Specified
mc35h	mc35	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.23		Not Specified
mc36a	mc36	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc36b	mc36	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc36c	mc36	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc36d	mc36	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc36e	mc36	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc36f	mc36	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc36g	mc36	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc36h	mc36	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.27		Not Specified
mc37a	mc37	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.27		Not Specified
mc37b	mc37	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.27		Not Specified
mc37c	mc37	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.27		Not Specified
mc37d	mc37	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.27		Not Specified
mc37e	mc37	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.27		Not Specified
mc37f	mc37	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.27		Not Specified
mc37g	mc37	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.27		Not Specified
mc37h	mc37	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.27		Not Specified
mc38a	mc38	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.21		Not Specified
mc38b	mc38	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.21		Not Specified
mc38c	mc38	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.21		Not Specified
mc38d	mc38	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.21		Not Specified
mc38e	mc38	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.21		Not Specified
mc38f	mc38	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.21		Not Specified
mc38g	mc38	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.21		Not Specified
mc38h	mc38	McMurdo			This study			:SO-NO					Not Specified							-78.40000	Not Specified	164.21		Not Specified
mc39a	mc39	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.21		Not Specified
mc39b	mc39	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.21		Not Specified
mc39c	mc39	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.21		Not Specified
mc39d	mc39	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.21		Not Specified
mc39e	mc39	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.21		Not Specified
mc39f	mc39	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.21		Not Specified
mc39g	mc39	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.21		Not Specified
mc39h	mc39	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.21		Not Specified
mc40a	mc40	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.2		Not Specified
mc40b	mc40	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.2		Not Specified
mc40c	mc40	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.2		Not Specified
mc40d	mc40	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.2		Not Specified
mc40e	mc40	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.2		Not Specified
mc40f	mc40	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.2		Not Specified
mc40g	mc40	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.2		Not Specified
mc40h	mc40	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.2		Not Specified
mc41a	mc41	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.2		Not Specified
mc41b	mc41	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.12		Not Specified
mc41c	mc41	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.12		Not Specified
mc41d	mc41	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.12		Not Specified
mc41e	mc41	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.12		Not Specified
mc41f	mc41	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.12		Not Specified
mc41g	mc41	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.12		Not Specified
mc41h	mc41	McMurdo			This study			:SO-NO					Not Specified							-78.39000	Not Specified	164.12		Not Specified
mc42a	mc42	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.12		Not Specified
mc42b	mc42	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.12		Not Specified
mc42c	mc42	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.12		Not Specified
mc42d	mc42	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.12		Not Specified
mc42e	mc42	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.12		Not Specified
mc42f	mc42	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.12		Not Specified
mc42g	mc42	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.12		Not Specified
mc42h	mc42	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.12		Not Specified
mc43a	mc43	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.24		Not Specified
mc43b	mc43	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.24		Not Specified
mc43c	mc43	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.24		Not Specified
mc43d	mc43	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.24		Not Specified
mc43e	mc43	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.24		Not Specified
mc43f	mc43	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.24		Not Specified
mc43g	mc43	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.24		Not Specified
mc43h	mc43	McMurdo			This study			:SO-NO					Not Specified							-78.37000	Not Specified	164.24		Not Specified
mc44a	mc44	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.26		Not Specified
mc44b	mc44	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.26		Not Specified
mc44c	mc44	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.26		Not Specified
mc44d	mc44	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.26		Not Specified
mc44e	mc44	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.26		Not Specified
mc44f	mc44	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.26		Not Specified
mc44g	mc44	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.26		Not Specified
mc44h	mc44	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.26		Not Specified
mc48a	mc48	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc48b	mc48	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc48c	mc48	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc48d	mc48	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc48e	mc48	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc48f	mc48	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc48g	mc48	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc48h	mc48	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc49a	mc49	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc49b	mc49	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc49c	mc49	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc49d	mc49	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc49e	mc49	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc49f	mc49	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc49g	mc49	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc49h	mc49	McMurdo			This study			:SO-NO					Not Specified							-78.24000	Not Specified	163.36		Not Specified
mc50a	mc50	McMurdo			This study			:SO-NO					Not Specified							-78.25000	Not Specified	163.22		Not Specified
mc50b	mc50	McMurdo			This study			:SO-NO					Not Specified							-78.25000	Not Specified	163.22		Not Specified
mc50c	mc50	McMurdo			This study			:SO-NO					Not Specified							-78.25000	Not Specified	163.22		Not Specified
mc50d	mc50	McMurdo			This study			:SO-NO					Not Specified							-78.25000	Not Specified	163.22		Not Specified
mc50e	mc50	McMurdo			This study			:SO-NO					Not Specified							-78.25000	Not Specified	163.22		Not Specified
mc50f	mc50	McMurdo			This study			:SO-NO					Not Specified							-78.25000	Not Specified	163.22		Not Specified
mc50g	mc50	McMurdo			This study			:SO-NO					Not Specified							-78.25000	Not Specified	163.22		Not Specified
mc50h	mc50	McMurdo			This study			:SO-NO					Not Specified							-78.25000	Not Specified	163.22		Not Specified
