tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	measurement_chi_mass	measurement_dec	measurement_flag	measurement_inc	measurement_magn_mass	measurement_number	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	DSDP Site 522	17-3-123	17-3-123	17-3-123	17-3-123:LP-ARM	LT-AF-I			g		1.631e-04	1482	u	300	80e-3	50e-6	300
This study	DSDP Site 522	17-3-123	17-3-123	17-3-123	17-3-123:LP-IRM	LT-IRM			g		3.464e-03	1483	u	300	0	1.0	300
This study	DSDP Site 522	17-3-123	17-3-123	17-3-123	17-3-123:LP-X	LP-X	2.299e-07					1484		300	10e-3	0	300
This study	DSDP Site 522	17-3-126	17-3-126	17-3-126	17-3-126:LP-AF-DIR	LT-AF-Z		243.7	g	59.6	2.446e-06	1485	u	300	15e-3	0	300
This study	DSDP Site 522	17-3-126	17-3-126	17-3-126	17-3-126:LP-ARM	LT-AF-I			g		1.513e-04	1486	u	300	80e-3	50e-6	300
This study	DSDP Site 522	17-3-126	17-3-126	17-3-126	17-3-126:LP-IRM	LT-IRM			g		3.506e-03	1487	u	300	0	1.0	300
This study	DSDP Site 522	17-3-126	17-3-126	17-3-126	17-3-126:LP-X	LP-X	2.427e-07					1488		300	10e-3	0	300
This study	DSDP Site 522	17-3-129	17-3-129	17-3-129	17-3-129:LP-AF-DIR	LT-AF-Z		14.3	g	-48.4	4.304e-06	1489	u	300	15e-3	0	300
This study	DSDP Site 522	17-3-129	17-3-129	17-3-129	17-3-129:LP-ARM	LT-AF-I			g		1.581e-04	1490	u	300	80e-3	50e-6	300
This study	DSDP Site 522	17-3-129	17-3-129	17-3-129	17-3-129:LP-IRM	LT-IRM			g		3.363e-03	1491	u	300	0	1.0	300
This study	DSDP Site 522	17-3-129	17-3-129	17-3-129	17-3-129:LP-X	LP-X	2.265e-07					1492		300	10e-3	0	300
This study	DSDP Site 522	17-3-132	17-3-132	17-3-132	17-3-132:LP-AF-DIR	LT-AF-Z		38.3	g	-44.9	8.672e-06	1493	u	300	15e-3	0	300
This study	DSDP Site 522	17-3-132	17-3-132	17-3-132	17-3-132:LP-ARM	LT-AF-I			g		1.513e-04	1494	u	300	80e-3	50e-6	300
This study	DSDP Site 522	17-3-132	17-3-132	17-3-132	17-3-132:LP-IRM	LT-IRM			g		3.192e-03	1495	u	300	0	1.0	300
This study	DSDP Site 522	17-3-132	17-3-132	17-3-132	17-3-132:LP-X	LP-X	2.116e-07					1496		300	10e-3	0	300
This study	DSDP Site 522	17-3-135	17-3-135	17-3-135	17-3-135:LP-AF-DIR	LT-AF-Z		45.4	g	-50.3	7.344e-06	1497	u	300	15e-3	0	300
This study	DSDP Site 522	17-3-135	17-3-135	17-3-135	17-3-135:LP-ARM	LT-AF-I			g		1.410e-04	1498	u	300	80e-3	50e-6	300
This study	DSDP Site 522	17-3-135	17-3-135	17-3-135	17-3-135:LP-IRM	LT-IRM			g		3.065e-03	1499	u	300	0	1.0	300
This study	DSDP Site 522	17-3-135	17-3-135	17-3-135	17-3-135:LP-X	LP-X	2.054e-07					1500		300	10e-3	0	300
This study	DSDP Site 522	18-1-051	18-1-051	18-1-051	18-1-051:LP-AF-DIR	LT-AF-Z		179.7	g	55	5.501e-06	1501	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-051	18-1-051	18-1-051	18-1-051:LP-ARM	LT-AF-I			g		1.573e-04	1502	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-051	18-1-051	18-1-051	18-1-051:LP-IRM	LT-IRM			g		3.132e-03	1503	u	300	0	1.0	300
This study	DSDP Site 522	18-1-051	18-1-051	18-1-051	18-1-051:LP-X	LP-X	2.216e-07					1504		300	10e-3	0	300
This study	DSDP Site 522	18-1-054	18-1-054	18-1-054	18-1-054:LP-AF-DIR	LT-AF-Z		177.4	g	44.2	4.331e-06	1505	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-054	18-1-054	18-1-054	18-1-054:LP-ARM	LT-AF-I			g		1.610e-04	1506	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-054	18-1-054	18-1-054	18-1-054:LP-IRM	LT-IRM			g		3.207e-03	1507	u	300	0	1.0	300
This study	DSDP Site 522	18-1-054	18-1-054	18-1-054	18-1-054:LP-X	LP-X	2.266e-07					1508		300	10e-3	0	300
This study	DSDP Site 522	18-1-057	18-1-057	18-1-057	18-1-057:LP-AF-DIR	LT-AF-Z		176.8	g	53.5	7.907e-06	1509	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-057	18-1-057	18-1-057	18-1-057:LP-ARM	LT-AF-I			g		1.603e-04	1510	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-057	18-1-057	18-1-057	18-1-057:LP-IRM	LT-IRM			g		3.320e-03	1511	u	300	0	1.0	300
This study	DSDP Site 522	18-1-057	18-1-057	18-1-057	18-1-057:LP-X	LP-X	2.347e-07					1512		300	10e-3	0	300
This study	DSDP Site 522	18-1-059	18-1-059	18-1-059	18-1-059:LP-AF-DIR	LT-AF-Z		180.9	g	50.7	5.280e-06	1513	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-059	18-1-059	18-1-059	18-1-059:LP-ARM	LT-AF-I			g		1.557e-04	1514	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-059	18-1-059	18-1-059	18-1-059:LP-IRM	LT-IRM			g		3.206e-03	1515	u	300	0	1.0	300
This study	DSDP Site 522	18-1-059	18-1-059	18-1-059	18-1-059:LP-X	LP-X	2.343e-07					1516		300	10e-3	0	300
This study	DSDP Site 522	18-1-063	18-1-063	18-1-063	18-1-063:LP-AF-DIR	LT-AF-Z		183.4	g	52.3	5.968e-06	1517	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-063	18-1-063	18-1-063	18-1-063:LP-ARM	LT-AF-I			g		1.595e-04	1518	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-063	18-1-063	18-1-063	18-1-063:LP-IRM	LT-IRM			g		3.291e-03	1519	u	300	0	1.0	300
This study	DSDP Site 522	18-1-063	18-1-063	18-1-063	18-1-063:LP-X	LP-X	2.398e-07					1520		300	10e-3	0	300
This study	DSDP Site 522	18-1-065	18-1-065	18-1-065	18-1-065:LP-AF-DIR	LT-AF-Z		139.9	g	43.4	1.811e-06	1521	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-065	18-1-065	18-1-065	18-1-065:LP-ARM	LT-AF-I			g		1.469e-04	1522	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-065	18-1-065	18-1-065	18-1-065:LP-IRM	LT-IRM			g		3.064e-03	1523	u	300	0	1.0	300
This study	DSDP Site 522	18-1-065	18-1-065	18-1-065	18-1-065:LP-X	LP-X	2.302e-07					1524		300	10e-3	0	300
This study	DSDP Site 522	18-1-069	18-1-069	18-1-069	18-1-069:LP-AF-DIR	LT-AF-Z		126.9	g	45.8	1.787e-06	1525	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-069	18-1-069	18-1-069	18-1-069:LP-ARM	LT-AF-I			g		1.554e-04	1526	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-069	18-1-069	18-1-069	18-1-069:LP-IRM	LT-IRM			g		3.153e-03	1527	u	300	0	1.0	300
This study	DSDP Site 522	18-1-069	18-1-069	18-1-069	18-1-069:LP-X	LP-X	2.310e-07					1528		300	10e-3	0	300
This study	DSDP Site 522	18-1-072	18-1-072	18-1-072	18-1-072:LP-AF-DIR	LT-AF-Z		140.4	g	39.4	2.041e-06	1529	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-072	18-1-072	18-1-072	18-1-072:LP-ARM	LT-AF-I			g		1.698e-04	1530	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-072	18-1-072	18-1-072	18-1-072:LP-IRM	LT-IRM			g		3.409e-03	1531	u	300	0	1.0	300
This study	DSDP Site 522	18-1-072	18-1-072	18-1-072	18-1-072:LP-X	LP-X	2.547e-07					1532		300	10e-3	0	300
This study	DSDP Site 522	18-1-075	18-1-075	18-1-075	18-1-075:LP-AF-DIR	LT-AF-Z		142.5	g	48.3	2.698e-06	1533	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-075	18-1-075	18-1-075	18-1-075:LP-ARM	LT-AF-I			g		1.799e-04	1534	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-075	18-1-075	18-1-075	18-1-075:LP-IRM	LT-IRM			g		3.498e-03	1535	u	300	0	1.0	300
This study	DSDP Site 522	18-1-075	18-1-075	18-1-075	18-1-075:LP-X	LP-X	2.605e-07					1536		300	10e-3	0	300
This study	DSDP Site 522	18-1-078	18-1-078	18-1-078	18-1-078:LP-AF-DIR	LT-AF-Z		130.7	g	47.8	2.165e-06	1537	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-078	18-1-078	18-1-078	18-1-078:LP-ARM	LT-AF-I			g		2.047e-04	1538	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-078	18-1-078	18-1-078	18-1-078:LP-IRM	LT-IRM			g		3.840e-03	1539	u	300	0	1.0	300
This study	DSDP Site 522	18-1-078	18-1-078	18-1-078	18-1-078:LP-X	LP-X	2.860e-07					1540		300	10e-3	0	300
This study	DSDP Site 522	18-1-082	18-1-082	18-1-082	18-1-082:LP-AF-DIR	LT-AF-Z		172.2	g	50.8	5.326e-06	1541	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-082	18-1-082	18-1-082	18-1-082:LP-ARM	LT-AF-I			g		1.995e-04	1542	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-082	18-1-082	18-1-082	18-1-082:LP-IRM	LT-IRM			g		3.821e-03	1543	u	300	0	1.0	300
This study	DSDP Site 522	18-1-082	18-1-082	18-1-082	18-1-082:LP-X	LP-X	2.854e-07					1544		300	10e-3	0	300
This study	DSDP Site 522	18-1-085	18-1-085	18-1-085	18-1-085:LP-AF-DIR	LT-AF-Z		180.0	g	63.3	5.939e-06	1545	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-085	18-1-085	18-1-085	18-1-085:LP-ARM	LT-AF-I			g		1.893e-04	1546	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-085	18-1-085	18-1-085	18-1-085:LP-IRM	LT-IRM			g		3.764e-03	1547	u	300	0	1.0	300
This study	DSDP Site 522	18-1-085	18-1-085	18-1-085	18-1-085:LP-X	LP-X	2.738e-07					1548		300	10e-3	0	300
This study	DSDP Site 522	18-1-088	18-1-088	18-1-088	18-1-088:LP-AF-DIR	LT-AF-Z		175.3	g	46.1	8.930e-06	1549	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-088	18-1-088	18-1-088	18-1-088:LP-ARM	LT-AF-I			g		2.101e-04	1550	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-088	18-1-088	18-1-088	18-1-088:LP-IRM	LT-IRM			g		4.077e-03	1551	u	300	0	1.0	300
This study	DSDP Site 522	18-1-088	18-1-088	18-1-088	18-1-088:LP-X	LP-X	2.981e-07					1552		300	10e-3	0	300
This study	DSDP Site 522	18-1-091	18-1-091	18-1-091	18-1-091:LP-AF-DIR	LT-AF-Z		176.3	g	51.6	9.227e-06	1553	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-091	18-1-091	18-1-091	18-1-091:LP-ARM	LT-AF-I			g		2.313e-04	1554	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-091	18-1-091	18-1-091	18-1-091:LP-IRM	LT-IRM			g		4.236e-03	1555	u	300	0	1.0	300
This study	DSDP Site 522	18-1-091	18-1-091	18-1-091	18-1-091:LP-X	LP-X	3.146e-07					1556		300	10e-3	0	300
This study	DSDP Site 522	18-1-094	18-1-094	18-1-094	18-1-094:LP-AF-DIR	LT-AF-Z		172.6	g	56.5	8.036e-06	1557	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-094	18-1-094	18-1-094	18-1-094:LP-ARM	LT-AF-I			g		2.250e-04	1558	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-094	18-1-094	18-1-094	18-1-094:LP-IRM	LT-IRM			g		4.207e-03	1559	u	300	0	1.0	300
This study	DSDP Site 522	18-1-094	18-1-094	18-1-094	18-1-094:LP-X	LP-X	3.089e-07					1560		300	10e-3	0	300
This study	DSDP Site 522	18-1-097	18-1-097	18-1-097	18-1-097:LP-AF-DIR	LT-AF-Z		179.2	g	58.5	8.659e-06	1561	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-097	18-1-097	18-1-097	18-1-097:LP-ARM	LT-AF-I			g		2.366e-04	1562	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-097	18-1-097	18-1-097	18-1-097:LP-IRM	LT-IRM			g		4.439e-03	1563	u	300	0	1.0	300
This study	DSDP Site 522	18-1-097	18-1-097	18-1-097	18-1-097:LP-X	LP-X	3.220e-07					1564		300	10e-3	0	300
This study	DSDP Site 522	18-1-101	18-1-101	18-1-101	18-1-101:LP-AF-DIR	LT-AF-Z		181.3	g	49.9	9.749e-06	1565	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-101	18-1-101	18-1-101	18-1-101:LP-ARM	LT-AF-I			g		2.370e-04	1566	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-101	18-1-101	18-1-101	18-1-101:LP-IRM	LT-IRM			g		4.590e-03	1567	u	300	0	1.0	300
This study	DSDP Site 522	18-1-101	18-1-101	18-1-101	18-1-101:LP-X	LP-X	3.392e-07					1568		300	10e-3	0	300
This study	DSDP Site 522	18-1-104	18-1-104	18-1-104	18-1-104:LP-AF-DIR	LT-AF-Z		181.0	g	53.9	9.255e-06	1569	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-104	18-1-104	18-1-104	18-1-104:LP-ARM	LT-AF-I			g		2.308e-04	1570	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-104	18-1-104	18-1-104	18-1-104:LP-IRM	LT-IRM			g		4.503e-03	1571	u	300	0	1.0	300
This study	DSDP Site 522	18-1-104	18-1-104	18-1-104	18-1-104:LP-X	LP-X	3.330e-07					1572		300	10e-3	0	300
This study	DSDP Site 522	18-1-107	18-1-107	18-1-107	18-1-107:LP-AF-DIR	LT-AF-Z		177.9	g	51.4	1.037e-05	1573	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-107	18-1-107	18-1-107	18-1-107:LP-ARM	LT-AF-I			g		1.901e-04	1574	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-107	18-1-107	18-1-107	18-1-107:LP-IRM	LT-IRM			g		3.802e-03	1575	u	300	0	1.0	300
This study	DSDP Site 522	18-1-107	18-1-107	18-1-107	18-1-107:LP-X	LP-X	2.801e-07					1576		300	10e-3	0	300
This study	DSDP Site 522	18-1-111	18-1-111	18-1-111	18-1-111:LP-AF-DIR	LT-AF-Z		182.8	g	48.1	6.247e-06	1577	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-111	18-1-111	18-1-111	18-1-111:LP-ARM	LT-AF-I			g		1.567e-04	1578	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-111	18-1-111	18-1-111	18-1-111:LP-IRM	LT-IRM			g		3.113e-03	1579	u	300	0	1.0	300
This study	DSDP Site 522	18-1-111	18-1-111	18-1-111	18-1-111:LP-X	LP-X	2.272e-07					1580		300	10e-3	0	300
This study	DSDP Site 522	18-1-114	18-1-114	18-1-114	18-1-114:LP-AF-DIR	LT-AF-Z		184.7	g	63.5	6.498e-06	1581	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-114	18-1-114	18-1-114	18-1-114:LP-ARM	LT-AF-I			g		1.683e-04	1582	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-114	18-1-114	18-1-114	18-1-114:LP-IRM	LT-IRM			g		3.280e-03	1583	u	300	0	1.0	300
This study	DSDP Site 522	18-1-114	18-1-114	18-1-114	18-1-114:LP-X	LP-X	2.413e-07					1584		300	10e-3	0	300
This study	DSDP Site 522	18-1-117	18-1-117	18-1-117	18-1-117:LP-AF-DIR	LT-AF-Z		190.9	g	57.4	5.029e-06	1585	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-117	18-1-117	18-1-117	18-1-117:LP-ARM	LT-AF-I			g		1.715e-04	1586	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-117	18-1-117	18-1-117	18-1-117:LP-IRM	LT-IRM			g		3.457e-03	1587	u	300	0	1.0	300
This study	DSDP Site 522	18-1-117	18-1-117	18-1-117	18-1-117:LP-X	LP-X	2.632e-07					1588		300	10e-3	0	300
This study	DSDP Site 522	18-1-120	18-1-120	18-1-120	18-1-120:LP-AF-DIR	LT-AF-Z		199.7	g	60.3	3.570e-06	1589	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-120	18-1-120	18-1-120	18-1-120:LP-ARM	LT-AF-I			g		1.896e-04	1590	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-120	18-1-120	18-1-120	18-1-120:LP-IRM	LT-IRM			g		3.793e-03	1591	u	300	0	1.0	300
This study	DSDP Site 522	18-1-120	18-1-120	18-1-120	18-1-120:LP-X	LP-X	2.889e-07					1592		300	10e-3	0	300
This study	DSDP Site 522	18-1-123	18-1-123	18-1-123	18-1-123:LP-AF-DIR	LT-AF-Z		168.4	g	56.4	2.887e-06	1593	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-123	18-1-123	18-1-123	18-1-123:LP-ARM	LT-AF-I			g		2.089e-04	1594	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-123	18-1-123	18-1-123	18-1-123:LP-IRM	LT-IRM			g		3.986e-03	1595	u	300	0	1.0	300
This study	DSDP Site 522	18-1-123	18-1-123	18-1-123	18-1-123:LP-X	LP-X	2.962e-07					1596		300	10e-3	0	300
This study	DSDP Site 522	18-1-126	18-1-126	18-1-126	18-1-126:LP-AF-DIR	LT-AF-Z		162.6	g	49.3	4.818e-06	1597	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-126	18-1-126	18-1-126	18-1-126:LP-ARM	LT-AF-I			g		2.068e-04	1598	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-126	18-1-126	18-1-126	18-1-126:LP-IRM	LT-IRM			g		3.851e-03	1599	u	300	0	1.0	300
This study	DSDP Site 522	18-1-126	18-1-126	18-1-126	18-1-126:LP-X	LP-X	2.831e-07					1600		300	10e-3	0	300
This study	DSDP Site 522	18-1-128	18-1-128	18-1-128	18-1-128:LP-AF-DIR	LT-AF-Z		189.5	g	36.1	4.964e-06	1601	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-128	18-1-128	18-1-128	18-1-128:LP-ARM	LT-AF-I			g		2.097e-04	1602	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-128	18-1-128	18-1-128	18-1-128:LP-IRM	LT-IRM			g		4.223e-03	1603	u	300	0	1.0	300
This study	DSDP Site 522	18-1-128	18-1-128	18-1-128	18-1-128:LP-X	LP-X	3.224e-07					1604		300	10e-3	0	300
This study	DSDP Site 522	18-1-132	18-1-132	18-1-132	18-1-132:LP-AF-DIR	LT-AF-Z		182.3	g	60.1	9.788e-06	1605	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-132	18-1-132	18-1-132	18-1-132:LP-ARM	LT-AF-I			g		2.307e-04	1606	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-132	18-1-132	18-1-132	18-1-132:LP-IRM	LT-IRM			g		4.360e-03	1607	u	300	0	1.0	300
This study	DSDP Site 522	18-1-132	18-1-132	18-1-132	18-1-132:LP-X	LP-X	3.190e-07					1608		300	10e-3	0	300
This study	DSDP Site 522	18-1-135	18-1-135	18-1-135	18-1-135:LP-AF-DIR	LT-AF-Z		187.2	g	50.5	8.101e-06	1609	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-135	18-1-135	18-1-135	18-1-135:LP-ARM	LT-AF-I			g		2.371e-04	1610	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-135	18-1-135	18-1-135	18-1-135:LP-IRM	LT-IRM			g		4.449e-03	1611	u	300	0	1.0	300
This study	DSDP Site 522	18-1-135	18-1-135	18-1-135	18-1-135:LP-X	LP-X	3.313e-07					1612		300	10e-3	0	300
This study	DSDP Site 522	18-1-138	18-1-138	18-1-138	18-1-138:LP-AF-DIR	LT-AF-Z		170.3	g	56.9	5.901e-06	1613	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-138	18-1-138	18-1-138	18-1-138:LP-ARM	LT-AF-I			g		2.802e-04	1614	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-138	18-1-138	18-1-138	18-1-138:LP-IRM	LT-IRM			g		5.500e-03	1615	u	300	0	1.0	300
This study	DSDP Site 522	18-1-138	18-1-138	18-1-138	18-1-138:LP-X	LP-X	4.072e-07					1616		300	10e-3	0	300
This study	DSDP Site 522	18-1-142	18-1-142	18-1-142	18-1-142:LP-AF-DIR	LT-AF-Z		154.6	g	37.5	2.865e-06	1617	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-142	18-1-142	18-1-142	18-1-142:LP-ARM	LT-AF-I			g		2.461e-04	1618	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-142	18-1-142	18-1-142	18-1-142:LP-IRM	LT-IRM			g		4.894e-03	1619	u	300	0	1.0	300
This study	DSDP Site 522	18-1-142	18-1-142	18-1-142	18-1-142:LP-X	LP-X	3.631e-07					1620		300	10e-3	0	300
This study	DSDP Site 522	18-1-145	18-1-145	18-1-145	18-1-145:LP-AF-DIR	LT-AF-Z		44.2	g	-11.6	7.480e-07	1621	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-145	18-1-145	18-1-145	18-1-145:LP-ARM	LT-AF-I			g		2.293e-04	1622	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-145	18-1-145	18-1-145	18-1-145:LP-IRM	LT-IRM			g		4.592e-03	1623	u	300	0	1.0	300
This study	DSDP Site 522	18-1-145	18-1-145	18-1-145	18-1-145:LP-X	LP-X	3.440e-07					1624		300	10e-3	0	300
This study	DSDP Site 522	18-1-147	18-1-147	18-1-147	18-1-147:LP-AF-DIR	LT-AF-Z		20.1	g	-46.5	4.046e-06	1625	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-147	18-1-147	18-1-147	18-1-147:LP-ARM	LT-AF-I			g		2.463e-04	1626	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-147	18-1-147	18-1-147	18-1-147:LP-IRM	LT-IRM			g		4.788e-03	1627	u	300	0	1.0	300
This study	DSDP Site 522	18-1-147	18-1-147	18-1-147	18-1-147:LP-X	LP-X	3.524e-07					1628		300	10e-3	0	300
This study	DSDP Site 522	18-1-150	18-1-150	18-1-150	18-1-150:LP-AF-DIR	LT-AF-Z		30.9	g	-46.3	5.216e-06	1629	u	300	15e-3	0	300
This study	DSDP Site 522	18-1-150	18-1-150	18-1-150	18-1-150:LP-ARM	LT-AF-I			g		2.104e-04	1630	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-1-150	18-1-150	18-1-150	18-1-150:LP-IRM	LT-IRM			g		4.160e-03	1631	u	300	0	1.0	300
This study	DSDP Site 522	18-1-150	18-1-150	18-1-150	18-1-150:LP-X	LP-X	3.088e-07					1632		300	10e-3	0	300
This study	DSDP Site 522	18-2-002	18-2-002	18-2-002	18-2-002:LP-AF-DIR	LT-AF-Z		345.5	g	-52.5	8.301e-06	1633	u	300	15e-3	0	300
This study	DSDP Site 522	18-2-002	18-2-002	18-2-002	18-2-002:LP-ARM	LT-AF-I			g		1.976e-04	1634	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-2-002	18-2-002	18-2-002	18-2-002:LP-IRM	LT-IRM			g		3.996e-03	1635	u	300	0	1.0	300
This study	DSDP Site 522	18-2-002	18-2-002	18-2-002	18-2-002:LP-X	LP-X	2.941e-07					1636		300	10e-3	0	300
This study	DSDP Site 522	18-2-008	18-2-008	18-2-008	18-2-008:LP-AF-DIR	LT-AF-Z		7.3	g	-43.1	1.063e-05	1637	u	300	15e-3	0	300
This study	DSDP Site 522	18-2-008	18-2-008	18-2-008	18-2-008:LP-ARM	LT-AF-I			g		1.755e-04	1638	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-2-008	18-2-008	18-2-008	18-2-008:LP-IRM	LT-IRM			g		3.680e-03	1639	u	300	0	1.0	300
This study	DSDP Site 522	18-2-008	18-2-008	18-2-008	18-2-008:LP-X	LP-X	2.669e-07					1640		300	10e-3	0	300
This study	DSDP Site 522	18-2-012	18-2-012	18-2-012	18-2-012:LP-AF-DIR	LT-AF-Z		355.7	g	-46.9	9.196e-06	1641	u	300	15e-3	0	300
This study	DSDP Site 522	18-2-012	18-2-012	18-2-012	18-2-012:LP-ARM	LT-AF-I			g		1.798e-04	1642	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-2-012	18-2-012	18-2-012	18-2-012:LP-IRM	LT-IRM			g		4.012e-03	1643	u	300	0	1.0	300
This study	DSDP Site 522	18-2-012	18-2-012	18-2-012	18-2-012:LP-X	LP-X	2.909e-07					1644		300	10e-3	0	300
This study	DSDP Site 522	18-2-015	18-2-015	18-2-015	18-2-015:LP-AF-DIR	LT-AF-Z		3.0	g	-44.4	8.167e-06	1645	u	300	15e-3	0	300
This study	DSDP Site 522	18-2-015	18-2-015	18-2-015	18-2-015:LP-ARM	LT-AF-I			g		1.948e-04	1646	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-2-015	18-2-015	18-2-015	18-2-015:LP-IRM	LT-IRM			g		4.053e-03	1647	u	300	0	1.0	300
This study	DSDP Site 522	18-2-015	18-2-015	18-2-015	18-2-015:LP-X	LP-X	3.007e-07					1648		300	10e-3	0	300
This study	DSDP Site 522	18-2-018	18-2-018	18-2-018	18-2-018:LP-AF-DIR	LT-AF-Z		1.6	g	-45.4	1.037e-05	1649	u	300	15e-3	0	300
This study	DSDP Site 522	18-2-018	18-2-018	18-2-018	18-2-018:LP-ARM	LT-AF-I			g		2.026e-04	1650	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-2-018	18-2-018	18-2-018	18-2-018:LP-IRM	LT-IRM			g		4.011e-03	1651	u	300	0	1.0	300
This study	DSDP Site 522	18-2-018	18-2-018	18-2-018	18-2-018:LP-X	LP-X	2.926e-07					1652		300	10e-3	0	300
This study	DSDP Site 522	18-2-022	18-2-022	18-2-022	18-2-022:LP-AF-DIR	LT-AF-Z		352.2	g	-43	8.773e-06	1653	u	300	15e-3	0	300
This study	DSDP Site 522	18-2-022	18-2-022	18-2-022	18-2-022:LP-ARM	LT-AF-I			g		1.829e-04	1654	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-2-022	18-2-022	18-2-022	18-2-022:LP-IRM	LT-IRM			g		3.688e-03	1655	u	300	0	1.0	300
This study	DSDP Site 522	18-2-022	18-2-022	18-2-022	18-2-022:LP-X	LP-X	2.647e-07					1656		300	10e-3	0	300
This study	DSDP Site 522	18-2-025	18-2-025	18-2-025	18-2-025:LP-AF-DIR	LT-AF-Z		2.7	g	-42.4	7.051e-06	1657	u	300	15e-3	0	300
This study	DSDP Site 522	18-2-025	18-2-025	18-2-025	18-2-025:LP-ARM	LT-AF-I			g		1.804e-04	1658	u	300	80e-3	50e-6	300
This study	DSDP Site 522	18-2-025	18-2-025	18-2-025	18-2-025:LP-IRM	LT-IRM			g		3.690e-03	1659	u	300	0	1.0	300
This study	DSDP Site 522	18-2-025	18-2-025	18-2-025	18-2-025:LP-X	LP-X	2.603e-07					1660		300	10e-3	0	300
