tab 	pmag_specimens
specimen_description	specimen_correction	er_site_name	er_sample_name	specimen_dec	er_citation_names	specimen_inferred_age_unit	er_location_name	specimen_inferred_age	specimen_inc	er_specimen_name	magic_method_codes	specimen_int_rel
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	19-3-086	19-3-086	185.1	This study	Ma	DSDP Site 522	26.6522	58.5	19-3-086	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002281
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	19-3-092	19-3-092	196	This study	Ma	DSDP Site 522	26.6634	45.7	19-3-092	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00194
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	19-3-095	19-3-095	186.6	This study	Ma	DSDP Site 522	26.669	63	19-3-095	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00216
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	19-3-098	19-3-098	191.1	This study	Ma	DSDP Site 522	26.6746	67.8	19-3-098	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001831
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	19-3-101	19-3-101	162.8	This study	Ma	DSDP Site 522	26.682	65.5	19-3-101	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001343
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	19-3-104	19-3-104	180.1	This study	Ma	DSDP Site 522	26.6876	48.1	19-3-104	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002444
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	19-3-108	19-3-108	187.7	This study	Ma	DSDP Site 522	26.6932	45.7	19-3-108	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002462
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	19-3-111	19-3-111	181.4	This study	Ma	DSDP Site 522	26.6988	57	19-3-111	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001792
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	19-3-114	19-3-114	168.9	This study	Ma	DSDP Site 522	26.7044	62.4	19-3-114	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002167
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	19-3-117	19-3-117	166.8	This study	Ma	DSDP Site 522	26.7119	65.9	19-3-117	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002483
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-012	20-1-012	183.6	This study	Ma	DSDP Site 522	26.8146	61.7	20-1-012	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001707
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-015	20-1-015	185.2	This study	Ma	DSDP Site 522	26.8202	54.2	20-1-015	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002412
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-017	20-1-017	172.1	This study	Ma	DSDP Site 522	26.8239	57.4	20-1-017	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002746
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-020	20-1-020	182.3	This study	Ma	DSDP Site 522	26.8295	53.5	20-1-020	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002182
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-024	20-1-024	164	This study	Ma	DSDP Site 522	26.8351	58.9	20-1-024	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002668
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-028	20-1-028	178.4	This study	Ma	DSDP Site 522	26.8426	62.4	20-1-028	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001749
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-031	20-1-031	170.3	This study	Ma	DSDP Site 522	26.8482	65.5	20-1-031	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001622
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-035	20-1-035	187.6	This study	Ma	DSDP Site 522	26.8557	64	20-1-035	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00185
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-039	20-1-039	139.9	This study	Ma	DSDP Site 522	26.8632	69.6	20-1-039	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001765
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-043	20-1-043	196.2	This study	Ma	DSDP Site 522	26.8706	64.5	20-1-043	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00188
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-045	20-1-045	165.4	This study	Ma	DSDP Site 522	26.8744	77.4	20-1-045	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002008
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-049	20-1-049	203.2	This study	Ma	DSDP Site 522	26.8837	65.4	20-1-049	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001624
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-051	20-1-051	186.6	This study	Ma	DSDP Site 522	26.8874	69.1	20-1-051	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002012
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-055	20-1-055	185.1	This study	Ma	DSDP Site 522	26.8949	59.3	20-1-055	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002135
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-059	20-1-059	167.4	This study	Ma	DSDP Site 522	26.9005	65.1	20-1-059	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001922
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-062	20-1-062	190.1	This study	Ma	DSDP Site 522	26.908	69.5	20-1-062	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001739
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-065	20-1-065	184.9	This study	Ma	DSDP Site 522	26.9117	63.7	20-1-065	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00187
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-068	20-1-068	190.1	This study	Ma	DSDP Site 522	26.9192	74.7	20-1-068	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001101
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-071	20-1-071	256	This study	Ma	DSDP Site 522	26.9248	74.2	20-1-071	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001135
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-075	20-1-075	239.6	This study	Ma	DSDP Site 522	26.9304	64.3	20-1-075	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0008949
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-080	20-1-080	200.5	This study	Ma	DSDP Site 522	26.9397	55.9	20-1-080	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0007623
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-083	20-1-083	207.3	This study	Ma	DSDP Site 522	26.9453	74.7	20-1-083	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001205
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-086	20-1-086	261	This study	Ma	DSDP Site 522	26.9509	56.9	20-1-086	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00148
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-089	20-1-089	216.5	This study	Ma	DSDP Site 522	26.9565	65.1	20-1-089	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00163
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-091	20-1-091	231.5	This study	Ma	DSDP Site 522	26.9621	70.8	20-1-091	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001985
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-095	20-1-095	237.6	This study	Ma	DSDP Site 522	26.9677	31.1	20-1-095	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003004
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-098	20-1-098	212.3	This study	Ma	DSDP Site 522	26.9752	61.7	20-1-098	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001839
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-103	20-1-103	206.2	This study	Ma	DSDP Site 522	26.9827	62.6	20-1-103	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001942
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-105	20-1-105	250	This study	Ma	DSDP Site 522	26.9883	66	20-1-105	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002228
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-109	20-1-109	222.9	This study	Ma	DSDP Site 522	26.9957	58.5	20-1-109	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002224
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-112	20-1-112	228.2	This study	Ma	DSDP Site 522	27.0013	58.7	20-1-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001831
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-116	20-1-116	238.6	This study	Ma	DSDP Site 522	27.0069	58	20-1-116	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001309
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-119	20-1-119	265.8	This study	Ma	DSDP Site 522	27.0125	66.6	20-1-119	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001247
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-122	20-1-122	304	This study	Ma	DSDP Site 522	27.02	53.4	20-1-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0008245
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-125	20-1-125	309.4	This study	Ma	DSDP Site 522	27.0234	41.4	20-1-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0004485
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-129	20-1-129	356.9	This study	Ma	DSDP Site 522	27.0303	-11.3	20-1-129	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0005646
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-132	20-1-132	20.6	This study	Ma	DSDP Site 522	27.0354	-34.4	20-1-132	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001333
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-135	20-1-135	16.1	This study	Ma	DSDP Site 522	27.0405	-40.6	20-1-135	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001715
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-138	20-1-138	7.2	This study	Ma	DSDP Site 522	27.0456	-63.1	20-1-138	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003262
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-142	20-1-142	36.7	This study	Ma	DSDP Site 522	27.0525	-44.2	20-1-142	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00309
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-144	20-1-144	42.2	This study	Ma	DSDP Site 522	27.0576	-51	20-1-144	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002563
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-1-150	20-1-150	33.6	This study	Ma	DSDP Site 522	27.0661	-50.3	20-1-150	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002117
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-001	20-2-001	341	This study	Ma	DSDP Site 522	27.0696	-32.1	20-2-001	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002749
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-004	20-2-004	357.1	This study	Ma	DSDP Site 522	27.0747	-48.9	20-2-004	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00242
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-007	20-2-007	3.3	This study	Ma	DSDP Site 522	27.0798	-41.9	20-2-007	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002201
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-010	20-2-010	1.6	This study	Ma	DSDP Site 522	27.0849	-47.8	20-2-010	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002116
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-015	20-2-015	5.5	This study	Ma	DSDP Site 522	27.0918	-34.8	20-2-015	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002044
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-018	20-2-018	348.4	This study	Ma	DSDP Site 522	27.0969	-39.1	20-2-018	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0021
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-022	20-2-022	4.4	This study	Ma	DSDP Site 522	27.1037	-38.9	20-2-022	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001812
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-025	20-2-025	357.8	This study	Ma	DSDP Site 522	27.1088	-47.3	20-2-025	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001688
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-028	20-2-028	352.6	This study	Ma	DSDP Site 522	27.1157	-47.1	20-2-028	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001309
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-032	20-2-032	354.7	This study	Ma	DSDP Site 522	27.1225	-43.4	20-2-032	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002173
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-035	20-2-035	347.8	This study	Ma	DSDP Site 522	27.1276	-33.9	20-2-035	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001886
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-040	20-2-040	16.2	This study	Ma	DSDP Site 522	27.1345	-45.5	20-2-040	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00241
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-043	20-2-043	13.5	This study	Ma	DSDP Site 522	27.1413	-38	20-2-043	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002278
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-047	20-2-047	351.7	This study	Ma	DSDP Site 522	27.1481	-36.5	20-2-047	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001741
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-054	20-2-054	1.6	This study	Ma	DSDP Site 522	27.1584	-35.7	20-2-054	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001338
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-057	20-2-057	0.4	This study	Ma	DSDP Site 522	27.1652	-40.7	20-2-057	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001319
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-060	20-2-060	7.1	This study	Ma	DSDP Site 522	27.1687	-52.9	20-2-060	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001594
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-064	20-2-064	348.2	This study	Ma	DSDP Site 522	27.1755	-45.7	20-2-064	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002347
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-066	20-2-066	353.6	This study	Ma	DSDP Site 522	27.1806	-48.9	20-2-066	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00248
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-069	20-2-069	3.2	This study	Ma	DSDP Site 522	27.1857	-47.2	20-2-069	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002941
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-073	20-2-073	0.6	This study	Ma	DSDP Site 522	27.1909	-45.2	20-2-073	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003103
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-076	20-2-076	4.4	This study	Ma	DSDP Site 522	27.196	-58.6	20-2-076	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002568
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-078	20-2-078	14.3	This study	Ma	DSDP Site 522	27.2011	-58.1	20-2-078	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001772
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-084	20-2-084	346.8	This study	Ma	DSDP Site 522	27.2097	-49	20-2-084	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001928
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-087	20-2-087	6.7	This study	Ma	DSDP Site 522	27.2148	-45	20-2-087	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001868
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-090	20-2-090	20.2	This study	Ma	DSDP Site 522	27.2199	-48.6	20-2-090	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002317
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-092	20-2-092	359.9	This study	Ma	DSDP Site 522	27.225	-52.3	20-2-092	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002619
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-096	20-2-096	3.4	This study	Ma	DSDP Site 522	27.2302	-45.5	20-2-096	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001965
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-099	20-2-099	356.6	This study	Ma	DSDP Site 522	27.2353	-53.9	20-2-099	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002454
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-102	20-2-102	12.9	This study	Ma	DSDP Site 522	27.2404	-58.6	20-2-102	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002106
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-104	20-2-104	1.2	This study	Ma	DSDP Site 522	27.2438	-47.1	20-2-104	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002629
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-107	20-2-107	343.9	This study	Ma	DSDP Site 522	27.249	-46.3	20-2-107	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001899
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-110	20-2-110	348.4	This study	Ma	DSDP Site 522	27.2541	-58	20-2-110	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001849
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-113	20-2-113	1.5	This study	Ma	DSDP Site 522	27.2609	-25.7	20-2-113	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001814
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	20-2-115	20-2-115	13.6	This study	Ma	DSDP Site 522	27.2643	-15.9	20-2-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001931
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-025	21-1-025	347.8	This study	Ma	DSDP Site 522	27.536	-42.2	21-1-025	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001969
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-029	21-1-029	351	This study	Ma	DSDP Site 522	27.5445	-36.7	21-1-029	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003143
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-031	21-1-031	18.6	This study	Ma	DSDP Site 522	27.548	-49.9	21-1-031	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002803
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-035	21-1-035	2.6	This study	Ma	DSDP Site 522	27.5531	-59.7	21-1-035	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002997
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-038	21-1-038	351.7	This study	Ma	DSDP Site 522	27.5599	-50.7	21-1-038	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003641
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-042	21-1-042	338.2	This study	Ma	DSDP Site 522	27.5651	-57.8	21-1-042	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0032
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-045	21-1-045	346.8	This study	Ma	DSDP Site 522	27.5702	-46.7	21-1-045	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003725
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-048	21-1-048	323.1	This study	Ma	DSDP Site 522	27.5753	-55.8	21-1-048	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00377
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-051	21-1-051	344.6	This study	Ma	DSDP Site 522	27.5821	-46.4	21-1-051	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003835
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-054	21-1-054	351.8	This study	Ma	DSDP Site 522	27.5873	-46.6	21-1-054	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003056
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-057	21-1-057	12.6	This study	Ma	DSDP Site 522	27.5907	-55.1	21-1-057	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002744
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-059	21-1-059	348.8	This study	Ma	DSDP Site 522	27.5958	-43.4	21-1-059	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002923
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-063	21-1-063	349	This study	Ma	DSDP Site 522	27.6009	-51.3	21-1-063	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003249
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-066	21-1-066	345.3	This study	Ma	DSDP Site 522	27.6061	-43	21-1-066	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002179
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-069	21-1-069	18.4	This study	Ma	DSDP Site 522	27.6112	-40.9	21-1-069	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002403
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-071	21-1-071	358.5	This study	Ma	DSDP Site 522	27.6163	-40.4	21-1-071	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002007
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-074	21-1-074	2.5	This study	Ma	DSDP Site 522	27.6214	-36.8	21-1-074	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002473
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-077	21-1-077	3.5	This study	Ma	DSDP Site 522	27.6266	-27	21-1-077	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001586
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-081	21-1-081	341.8	This study	Ma	DSDP Site 522	27.6317	-18.6	21-1-081	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001479
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-084	21-1-084	358.1	This study	Ma	DSDP Site 522	27.6368	-18.1	21-1-084	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001555
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-090	21-1-090	17.4	This study	Ma	DSDP Site 522	27.6488	-40.6	21-1-090	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002032
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-094	21-1-094	7.7	This study	Ma	DSDP Site 522	27.6539	-57	21-1-094	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002419
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-096	21-1-096	358.2	This study	Ma	DSDP Site 522	27.659	-46.3	21-1-096	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00324
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-100	21-1-100	351.5	This study	Ma	DSDP Site 522	27.6659	-37.8	21-1-100	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003431
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-103	21-1-103	5.2	This study	Ma	DSDP Site 522	27.6693	-53.2	21-1-103	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003501
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-106	21-1-106	5.1	This study	Ma	DSDP Site 522	27.6744	-46.3	21-1-106	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002433
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-108	21-1-108	4.1	This study	Ma	DSDP Site 522	27.6795	-44.4	21-1-108	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002758
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-113	21-1-113	3.7	This study	Ma	DSDP Site 522	27.6864	-34	21-1-113	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003132
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-115	21-1-115	1.3	This study	Ma	DSDP Site 522	27.6915	-37.9	21-1-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002812
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-118	21-1-118	348.8	This study	Ma	DSDP Site 522	27.6949	-46.3	21-1-118	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002122
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-122	21-1-122	345.7	This study	Ma	DSDP Site 522	27.7017	-49.9	21-1-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001715
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-124	21-1-124	352.1	This study	Ma	DSDP Site 522	27.7069	-46.5	21-1-124	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002277
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-127	21-1-127	0.6	This study	Ma	DSDP Site 522	27.7103	-31.1	21-1-127	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001832
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-131	21-1-131	20.7	This study	Ma	DSDP Site 522	27.7188	17.6	21-1-131	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0006699
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-134	21-1-134	328.2	This study	Ma	DSDP Site 522	27.7222	-27.7	21-1-134	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001743
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-138	21-1-138	0.7	This study	Ma	DSDP Site 522	27.7308	-36.2	21-1-138	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002369
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-142	21-1-142	8.6	This study	Ma	DSDP Site 522	27.7359	-42.1	21-1-142	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002172
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-145	21-1-145	0.5	This study	Ma	DSDP Site 522	27.741	-43.2	21-1-145	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002485
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-1-148	21-1-148	8	This study	Ma	DSDP Site 522	27.7462	-40.2	21-1-148	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002807
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	21-2-150	21-2-150	357.3	This study	Ma	DSDP Site 522	27.7513	-43	21-2-150	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00239
