tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	method_codes	quality	sequence	standard	meas_temp	description	software_packages	magn_moment
is038d1:LP-DIR-AF5	is038d1:LP-DIR-AF	is038d1	1	167.3	6.7	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	426	u	2.730e+02		pmagpy-4.0.0	 2.795e-05
is038d1:LP-DIR-AF6	is038d1:LP-DIR-AF	is038d1	2	166.9	6.9	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	427	u	2.730e+02		pmagpy-4.0.0	 2.754e-05
is038d1:LP-DIR-AF7	is038d1:LP-DIR-AF	is038d1	2	167.6	6.6	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	428	u	2.730e+02		pmagpy-4.0.0	 2.662e-05
is038d1:LP-DIR-AF8	is038d1:LP-DIR-AF	is038d1	1	166.7	6.6	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	429	u	2.730e+02		pmagpy-4.0.0	 2.562e-05
is038d1:LP-DIR-AF9	is038d1:LP-DIR-AF	is038d1	2	167.0	6.7	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	430	u	2.730e+02		pmagpy-4.0.0	 2.458e-05
is038d1:LP-DIR-AF10	is038d1:LP-DIR-AF	is038d1	0	166.9	6.8	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	431	u	2.730e+02		pmagpy-4.0.0	 2.248e-05
is038d1:LP-DIR-AF11	is038d1:LP-DIR-AF	is038d1	0	166.8	6.5	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	432	u	2.730e+02		pmagpy-4.0.0	 1.896e-05
is038d1:LP-DIR-AF12	is038d1:LP-DIR-AF	is038d1	0	167.3	6.6	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	433	u	2.730e+02		pmagpy-4.0.0	 1.553e-05
is038d1:LP-DIR-AF13	is038d1:LP-DIR-AF	is038d1	0	166.1	6.7	1.000e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	434	u	2.730e+02		pmagpy-4.0.0	 1.229e-05
is038d1:LP-DIR-AF14	is038d1:LP-DIR-AF	is038d1	0	167.2	6.3	1.200e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	435	u	2.730e+02		pmagpy-4.0.0	 9.361e-06
is038e1:LP-DIR-AF0	is038e1:LP-DIR-AF	is038e1	0	187.7	12.8	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	436	u	2.730e+02		pmagpy-4.0.0	 5.065e-05
is038e1:LP-DIR-AF1	is038e1:LP-DIR-AF	is038e1	1	187.7	12.8	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	437	u	2.730e+02		pmagpy-4.0.0	 5.067e-05
is038e1:LP-DIR-AF2	is038e1:LP-DIR-AF	is038e1	1	187.3	12.8	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	438	u	2.730e+02		pmagpy-4.0.0	 5.042e-05
is038e1:LP-DIR-AF3	is038e1:LP-DIR-AF	is038e1	1	188.1	12.7	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	439	u	2.730e+02		pmagpy-4.0.0	 5.013e-05
is038e1:LP-DIR-AF4	is038e1:LP-DIR-AF	is038e1	1	186.8	12.6	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	440	u	2.730e+02		pmagpy-4.0.0	 4.960e-05
is038e1:LP-DIR-AF5	is038e1:LP-DIR-AF	is038e1	2	188.8	12.4	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	441	u	2.730e+02		pmagpy-4.0.0	 4.883e-05
is038e1:LP-DIR-AF6	is038e1:LP-DIR-AF	is038e1	1	187.0	12.5	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	442	u	2.730e+02		pmagpy-4.0.0	 4.809e-05
is038e1:LP-DIR-AF7	is038e1:LP-DIR-AF	is038e1	1	187.2	12.9	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	443	u	2.730e+02		pmagpy-4.0.0	 4.618e-05
is038e1:LP-DIR-AF8	is038e1:LP-DIR-AF	is038e1	1	187.6	12.4	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	444	u	2.730e+02		pmagpy-4.0.0	 4.420e-05
is038e1:LP-DIR-AF9	is038e1:LP-DIR-AF	is038e1	2	187.3	13.0	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	445	u	2.730e+02		pmagpy-4.0.0	 4.217e-05
is038e1:LP-DIR-AF10	is038e1:LP-DIR-AF	is038e1	0	187.0	12.6	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	446	u	2.730e+02		pmagpy-4.0.0	 3.804e-05
is038e1:LP-DIR-AF11	is038e1:LP-DIR-AF	is038e1	0	188.0	12.6	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	447	u	2.730e+02		pmagpy-4.0.0	 3.153e-05
is038e1:LP-DIR-AF12	is038e1:LP-DIR-AF	is038e1	1	186.9	12.7	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	448	u	2.730e+02		pmagpy-4.0.0	 2.560e-05
is038e1:LP-DIR-AF13	is038e1:LP-DIR-AF	is038e1	0	186.8	12.5	1.000e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	449	u	2.730e+02		pmagpy-4.0.0	 2.038e-05
is038e1:LP-DIR-AF14	is038e1:LP-DIR-AF	is038e1	0	186.0	12.7	1.200e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	450	u	2.730e+02		pmagpy-4.0.0	 1.612e-05
is039c2:LP-DIR-AF0	is039c2:LP-DIR-AF	is039c2	0	159.0	-2.1	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	451	u	2.730e+02		pmagpy-4.0.0	 2.299e-05
is039c2:LP-DIR-AF1	is039c2:LP-DIR-AF	is039c2	1	162.9	-2.3	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	452	u	2.730e+02		pmagpy-4.0.0	 2.321e-05
is039c2:LP-DIR-AF2	is039c2:LP-DIR-AF	is039c2	0	167.6	-2.6	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	453	u	2.730e+02		pmagpy-4.0.0	 2.172e-05
is039c2:LP-DIR-AF3	is039c2:LP-DIR-AF	is039c2	1	171.7	-1.9	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	454	u	2.730e+02		pmagpy-4.0.0	 1.958e-05
is039c2:LP-DIR-AF4	is039c2:LP-DIR-AF	is039c2	0	173.5	-2.4	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	455	u	2.730e+02		pmagpy-4.0.0	 1.800e-05
is039c2:LP-DIR-AF5	is039c2:LP-DIR-AF	is039c2	0	174.2	-2.7	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	456	u	2.730e+02		pmagpy-4.0.0	 1.618e-05
is039c2:LP-DIR-AF6	is039c2:LP-DIR-AF	is039c2	0	175.3	-2.2	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	457	u	2.730e+02		pmagpy-4.0.0	 1.459e-05
is039c2:LP-DIR-AF7	is039c2:LP-DIR-AF	is039c2	1	175.6	-2.4	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	458	u	2.730e+02		pmagpy-4.0.0	 1.236e-05
is039c2:LP-DIR-AF8	is039c2:LP-DIR-AF	is039c2	0	175.1	-2.5	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	459	u	2.730e+02		pmagpy-4.0.0	 1.066e-05
is039c2:LP-DIR-AF9	is039c2:LP-DIR-AF	is039c2	0	174.8	-2.6	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	460	u	2.730e+02		pmagpy-4.0.0	 9.342e-06
is039c2:LP-DIR-AF10	is039c2:LP-DIR-AF	is039c2	0	175.2	-2.7	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	461	u	2.730e+02		pmagpy-4.0.0	 7.485e-06
is039c2:LP-DIR-AF11	is039c2:LP-DIR-AF	is039c2	0	175.4	-2.8	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	462	u	2.730e+02		pmagpy-4.0.0	 5.493e-06
is039c2:LP-DIR-AF12	is039c2:LP-DIR-AF	is039c2	0	174.8	-3.0	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	463	u	2.730e+02		pmagpy-4.0.0	 4.311e-06
is039d1:LP-DIR-AF0	is039d1:LP-DIR-AF	is039d1	0	199.5	2.0	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	464	u	2.730e+02		pmagpy-4.0.0	 2.305e-05
is039d1:LP-DIR-AF1	is039d1:LP-DIR-AF	is039d1	0	199.3	2.0	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	465	u	2.730e+02		pmagpy-4.0.0	 2.297e-05
is039d1:LP-DIR-AF2	is039d1:LP-DIR-AF	is039d1	0	199.5	1.6	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	466	u	2.730e+02		pmagpy-4.0.0	 2.263e-05
is039d1:LP-DIR-AF3	is039d1:LP-DIR-AF	is039d1	1	200.2	1.6	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	467	u	2.730e+02		pmagpy-4.0.0	 2.217e-05
is039d1:LP-DIR-AF4	is039d1:LP-DIR-AF	is039d1	0	199.1	1.3	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	468	u	2.730e+02		pmagpy-4.0.0	 2.145e-05
is039d1:LP-DIR-AF5	is039d1:LP-DIR-AF	is039d1	0	199.1	1.4	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	469	u	2.730e+02		pmagpy-4.0.0	 2.043e-05
is039d1:LP-DIR-AF6	is039d1:LP-DIR-AF	is039d1	1	199.0	1.5	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	470	u	2.730e+02		pmagpy-4.0.0	 1.906e-05
is039d1:LP-DIR-AF7	is039d1:LP-DIR-AF	is039d1	0	198.8	1.7	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	471	u	2.730e+02		pmagpy-4.0.0	 1.602e-05
is039d1:LP-DIR-AF8	is039d1:LP-DIR-AF	is039d1	0	197.8	2.0	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	472	u	2.730e+02		pmagpy-4.0.0	 1.316e-05
is039d1:LP-DIR-AF9	is039d1:LP-DIR-AF	is039d1	0	199.0	2.1	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	473	u	2.730e+02		pmagpy-4.0.0	 1.093e-05
is039d1:LP-DIR-AF10	is039d1:LP-DIR-AF	is039d1	0	199.9	1.9	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	474	u	2.730e+02		pmagpy-4.0.0	 7.833e-06
is039d1:LP-DIR-AF11	is039d1:LP-DIR-AF	is039d1	0	199.3	2.3	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	475	u	2.730e+02		pmagpy-4.0.0	 4.843e-06
is039d1:LP-DIR-AF12	is039d1:LP-DIR-AF	is039d1	0	200.5	2.0	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	476	u	2.730e+02		pmagpy-4.0.0	 3.456e-06
is039f1:LP-DIR-AF0	is039f1:LP-DIR-AF	is039f1	0	183.2	-1.4	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	477	u	2.730e+02		pmagpy-4.0.0	 2.103e-05
is039f1:LP-DIR-AF1	is039f1:LP-DIR-AF	is039f1	0	184.5	-2.3	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	478	u	2.730e+02		pmagpy-4.0.0	 2.106e-05
is039f1:LP-DIR-AF2	is039f1:LP-DIR-AF	is039f1	0	187.5	-3.6	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	479	u	2.730e+02		pmagpy-4.0.0	 2.106e-05
is039f1:LP-DIR-AF3	is039f1:LP-DIR-AF	is039f1	0	190.8	-4.6	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	480	u	2.730e+02		pmagpy-4.0.0	 2.060e-05
is039f1:LP-DIR-AF4	is039f1:LP-DIR-AF	is039f1	0	190.8	-5.1	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	481	u	2.730e+02		pmagpy-4.0.0	 1.996e-05
is039f1:LP-DIR-AF5	is039f1:LP-DIR-AF	is039f1	1	191.1	-5.3	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	482	u	2.730e+02		pmagpy-4.0.0	 1.904e-05
is039f1:LP-DIR-AF6	is039f1:LP-DIR-AF	is039f1	2	191.3	-5.1	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	483	u	2.730e+02		pmagpy-4.0.0	 1.785e-05
is039f1:LP-DIR-AF7	is039f1:LP-DIR-AF	is039f1	0	191.1	-5.1	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	484	u	2.730e+02		pmagpy-4.0.0	 1.530e-05
is039f1:LP-DIR-AF8	is039f1:LP-DIR-AF	is039f1	1	190.3	-4.9	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	485	u	2.730e+02		pmagpy-4.0.0	 1.291e-05
is039f1:LP-DIR-AF9	is039f1:LP-DIR-AF	is039f1	1	191.7	-4.5	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	486	u	2.730e+02		pmagpy-4.0.0	 1.093e-05
is039f1:LP-DIR-AF10	is039f1:LP-DIR-AF	is039f1	1	191.2	-4.4	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	487	u	2.730e+02		pmagpy-4.0.0	 7.894e-06
is039f1:LP-DIR-AF11	is039f1:LP-DIR-AF	is039f1	0	190.5	-4.2	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	488	u	2.730e+02		pmagpy-4.0.0	 4.979e-06
is039f1:LP-DIR-AF12	is039f1:LP-DIR-AF	is039f1	0	190.8	-4.8	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	489	u	2.730e+02		pmagpy-4.0.0	 3.558e-06
is039g2:LP-DIR-AF0	is039g2:LP-DIR-AF	is039g2	0	190.5	4.1	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	490	u	2.730e+02		pmagpy-4.0.0	 2.015e-05
is039g2:LP-DIR-AF1	is039g2:LP-DIR-AF	is039g2	0	191.3	3.8	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	491	u	2.730e+02		pmagpy-4.0.0	 2.003e-05
is039g2:LP-DIR-AF2	is039g2:LP-DIR-AF	is039g2	0	192.0	3.3	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	492	u	2.730e+02		pmagpy-4.0.0	 1.953e-05
is039g2:LP-DIR-AF3	is039g2:LP-DIR-AF	is039g2	1	192.9	3.1	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	493	u	2.730e+02		pmagpy-4.0.0	 1.894e-05
is039g2:LP-DIR-AF4	is039g2:LP-DIR-AF	is039g2	0	194.2	2.4	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	494	u	2.730e+02		pmagpy-4.0.0	 1.679e-05
is039g2:LP-DIR-AF5	is039g2:LP-DIR-AF	is039g2	0	192.4	2.5	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	495	u	2.730e+02		pmagpy-4.0.0	 1.673e-05
is039g2:LP-DIR-AF6	is039g2:LP-DIR-AF	is039g2	0	193.3	2.4	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	496	u	2.730e+02		pmagpy-4.0.0	 1.638e-05
is039g2:LP-DIR-AF7	is039g2:LP-DIR-AF	is039g2	0	193.6	2.5	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	497	u	2.730e+02		pmagpy-4.0.0	 1.483e-05
is039g2:LP-DIR-AF8	is039g2:LP-DIR-AF	is039g2	0	194.1	2.7	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	498	u	2.730e+02		pmagpy-4.0.0	 1.313e-05
is039g2:LP-DIR-AF9	is039g2:LP-DIR-AF	is039g2	0	194.1	2.5	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	499	u	2.730e+02		pmagpy-4.0.0	 1.135e-05
is039g2:LP-DIR-AF10	is039g2:LP-DIR-AF	is039g2	0	192.9	2.9	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	500	u	2.730e+02		pmagpy-4.0.0	 8.667e-06
is039g2:LP-DIR-AF11	is039g2:LP-DIR-AF	is039g2	0	194.8	2.2	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	501	u	2.730e+02		pmagpy-4.0.0	 6.042e-06
is039g2:LP-DIR-AF12	is039g2:LP-DIR-AF	is039g2	1	193.1	1.9	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	502	u	2.730e+02		pmagpy-4.0.0	 4.690e-06
is040a2:LP-DIR-AF0	is040a2:LP-DIR-AF	is040a2	0	123.3	45.4	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	503	u	2.730e+02		pmagpy-4.0.0	 6.926e-06
is040a2:LP-DIR-AF1	is040a2:LP-DIR-AF	is040a2	0	122.6	44.6	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	504	u	2.730e+02		pmagpy-4.0.0	 6.843e-06
is040a2:LP-DIR-AF2	is040a2:LP-DIR-AF	is040a2	0	121.4	44.5	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	505	u	2.730e+02		pmagpy-4.0.0	 6.661e-06
is040a2:LP-DIR-AF3	is040a2:LP-DIR-AF	is040a2	0	121.7	44.7	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	506	u	2.730e+02		pmagpy-4.0.0	 6.516e-06
is040a2:LP-DIR-AF4	is040a2:LP-DIR-AF	is040a2	0	120.7	44.4	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	507	u	2.730e+02		pmagpy-4.0.0	 6.221e-06
is040a2:LP-DIR-AF5	is040a2:LP-DIR-AF	is040a2	1	121.4	44.2	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	508	u	2.730e+02		pmagpy-4.0.0	 5.928e-06
is040a2:LP-DIR-AF6	is040a2:LP-DIR-AF	is040a2	0	119.6	44.3	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	509	u	2.730e+02		pmagpy-4.0.0	 5.551e-06
is040a2:LP-DIR-AF7	is040a2:LP-DIR-AF	is040a2	0	119.2	44.6	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	510	u	2.730e+02		pmagpy-4.0.0	 4.844e-06
is040a2:LP-DIR-AF8	is040a2:LP-DIR-AF	is040a2	0	118.9	44.7	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	511	u	2.730e+02		pmagpy-4.0.0	 4.075e-06
is040a2:LP-DIR-AF9	is040a2:LP-DIR-AF	is040a2	1	119.6	45.4	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	512	u	2.730e+02		pmagpy-4.0.0	 3.429e-06
is040a2:LP-DIR-AF10	is040a2:LP-DIR-AF	is040a2	0	119.4	45.8	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	513	u	2.730e+02		pmagpy-4.0.0	 2.379e-06
is040a2:LP-DIR-AF11	is040a2:LP-DIR-AF	is040a2	1	117.6	47.7	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	514	u	2.730e+02		pmagpy-4.0.0	 1.249e-06
is040b2:LP-DIR-AF0	is040b2:LP-DIR-AF	is040b2	0	129.8	55.0	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	515	u	2.730e+02		pmagpy-4.0.0	 2.371e-05
is040b2:LP-DIR-AF1	is040b2:LP-DIR-AF	is040b2	0	130.0	55.0	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	516	u	2.730e+02		pmagpy-4.0.0	 2.368e-05
is040b2:LP-DIR-AF2	is040b2:LP-DIR-AF	is040b2	1	129.9	54.9	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	517	u	2.730e+02		pmagpy-4.0.0	 2.366e-05
is040b2:LP-DIR-AF3	is040b2:LP-DIR-AF	is040b2	1	130.4	55.2	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	518	u	2.730e+02		pmagpy-4.0.0	 2.364e-05
is040b2:LP-DIR-AF4	is040b2:LP-DIR-AF	is040b2	1	130.4	55.0	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	519	u	2.730e+02		pmagpy-4.0.0	 2.360e-05
is040b2:LP-DIR-AF5	is040b2:LP-DIR-AF	is040b2	1	130.6	54.8	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	520	u	2.730e+02		pmagpy-4.0.0	 2.354e-05
is040b2:LP-DIR-AF6	is040b2:LP-DIR-AF	is040b2	1	130.5	55.2	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	521	u	2.730e+02		pmagpy-4.0.0	 2.339e-05
is040b2:LP-DIR-AF7	is040b2:LP-DIR-AF	is040b2	1	131.0	55.1	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	522	u	2.730e+02		pmagpy-4.0.0	 2.309e-05
is040b2:LP-DIR-AF8	is040b2:LP-DIR-AF	is040b2	1	129.9	55.2	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	523	u	2.730e+02		pmagpy-4.0.0	 2.257e-05
is040b2:LP-DIR-AF9	is040b2:LP-DIR-AF	is040b2	0	130.8	55.4	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	524	u	2.730e+02		pmagpy-4.0.0	 2.197e-05
is040b2:LP-DIR-AF10	is040b2:LP-DIR-AF	is040b2	0	130.9	55.4	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	525	u	2.730e+02		pmagpy-4.0.0	 1.989e-05
is040b2:LP-DIR-AF11	is040b2:LP-DIR-AF	is040b2	0	131.2	56.0	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	526	u	2.730e+02		pmagpy-4.0.0	 1.578e-05
is040b2:LP-DIR-AF12	is040b2:LP-DIR-AF	is040b2	0	131.2	56.1	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	527	u	2.730e+02		pmagpy-4.0.0	 1.226e-05
is040e2:LP-DIR-AF0	is040e2:LP-DIR-AF	is040e2	0	106.6	57.1	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	528	u	2.730e+02		pmagpy-4.0.0	 9.375e-06
is040e2:LP-DIR-AF1	is040e2:LP-DIR-AF	is040e2	1	106.1	56.7	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	529	u	2.730e+02		pmagpy-4.0.0	 9.294e-06
is040e2:LP-DIR-AF2	is040e2:LP-DIR-AF	is040e2	1	105.7	57.0	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	530	u	2.730e+02		pmagpy-4.0.0	 9.157e-06
is040e2:LP-DIR-AF3	is040e2:LP-DIR-AF	is040e2	0	104.5	56.6	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	531	u	2.730e+02		pmagpy-4.0.0	 9.004e-06
is040e2:LP-DIR-AF4	is040e2:LP-DIR-AF	is040e2	0	101.6	56.2	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	532	u	2.730e+02		pmagpy-4.0.0	 8.718e-06
is040e2:LP-DIR-AF5	is040e2:LP-DIR-AF	is040e2	0	99.7	56.2	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	533	u	2.730e+02		pmagpy-4.0.0	 8.475e-06
is040e2:LP-DIR-AF6	is040e2:LP-DIR-AF	is040e2	0	98.7	56.4	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	534	u	2.730e+02		pmagpy-4.0.0	 8.150e-06
is040e2:LP-DIR-AF7	is040e2:LP-DIR-AF	is040e2	0	98.3	56.2	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	535	u	2.730e+02		pmagpy-4.0.0	 7.536e-06
is040e2:LP-DIR-AF8	is040e2:LP-DIR-AF	is040e2	1	96.2	56.2	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	536	u	2.730e+02		pmagpy-4.0.0	 6.855e-06
is040e2:LP-DIR-AF9	is040e2:LP-DIR-AF	is040e2	1	97.5	58.1	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	537	u	2.730e+02		pmagpy-4.0.0	 6.412e-06
