tab	ages
age	location	site	age_unit	citations	description	method_codes
30-1-054:LP-ARM5934	30-1-054:LP-ARM	30-1-054			0.08	5e-05	5934	300	8.601e-05	This study		LT-AF-I	g		u	300	
30-1-054:LP-IRM5935	30-1-054:LP-IRM	30-1-054			0.0	1.0	5935	300	0.001925	This study		LT-IRM	g		u	300	
30-1-054:LP-X5936	30-1-054:LP-X	30-1-054			0.01	0.0	5936	300		This study		LP-X				300	1.365e-07
30-1-057:LP-AF-DIR5937	30-1-057:LP-AF-DIR	30-1-057	185.2	52.4	0.015	0.0	5937	300	1.556e-05	This study		LT-AF-Z	g		u	300	
30-1-057:LP-ARM5938	30-1-057:LP-ARM	30-1-057			0.08	5e-05	5938	300	9.049e-05	This study		LT-AF-I	g		u	300	
30-1-057:LP-IRM5939	30-1-057:LP-IRM	30-1-057			0.0	1.0	5939	300	0.002077	This study		LT-IRM	g		u	300	
30-1-057:LP-X5940	30-1-057:LP-X	30-1-057			0.01	0.0	5940	300		This study		LP-X				300	1.465e-07
30-1-060:LP-AF-DIR5941	30-1-060:LP-AF-DIR	30-1-060	159.3	64.5	0.015	0.0	5941	300	1.156e-05	This study		LT-AF-Z	g		u	300	
30-1-060:LP-ARM5942	30-1-060:LP-ARM	30-1-060			0.08	5e-05	5942	300	8.705e-05	This study		LT-AF-I	g		u	300	
30-1-060:LP-IRM5943	30-1-060:LP-IRM	30-1-060			0.0	1.0	5943	300	0.001957	This study		LT-IRM	g		u	300	
30-1-060:LP-X5944	30-1-060:LP-X	30-1-060			0.01	0.0	5944	300		This study		LP-X				300	1.358e-07
30-1-063:LP-AF-DIR5945	30-1-063:LP-AF-DIR	30-1-063	182.3	51.3	0.015	0.0	5945	300	1.105e-05	This study		LT-AF-Z	g		u	300	
30-1-063:LP-ARM5946	30-1-063:LP-ARM	30-1-063			0.08	5e-05	5946	300	8.926e-05	This study		LT-AF-I	g		u	300	
30-1-063:LP-IRM5947	30-1-063:LP-IRM	30-1-063			0.0	1.0	5947	300	0.002002	This study		LT-IRM	g		u	300	
30-1-063:LP-X5948	30-1-063:LP-X	30-1-063			0.01	0.0	5948	300		This study		LP-X				300	1.4220000000000002e-07
30-1-066:LP-AF-DIR5949	30-1-066:LP-AF-DIR	30-1-066	188.3	65.3	0.015	0.0	5949	300	5.665e-06	This study		LT-AF-Z	g		u	300	
30-1-066:LP-ARM5950	30-1-066:LP-ARM	30-1-066			0.08	5e-05	5950	300	7.513e-05	This study		LT-AF-I	g		u	300	
30-1-066:LP-IRM5951	30-1-066:LP-IRM	30-1-066			0.0	1.0	5951	300	0.001593	This study		LT-IRM	g		u	300	
30-1-066:LP-X5952	30-1-066:LP-X	30-1-066			0.01	0.0	5952	300		This study		LP-X				300	1.165e-07
30-1-069:LP-AF-DIR5953	30-1-069:LP-AF-DIR	30-1-069	172.2	55.2	0.015	0.0	5953	300	6.822e-06	This study		LT-AF-Z	g		u	300	
30-1-069:LP-ARM5954	30-1-069:LP-ARM	30-1-069			0.08	5e-05	5954	300	6.903e-05	This study		LT-AF-I	g		u	300	
30-1-069:LP-IRM5955	30-1-069:LP-IRM	30-1-069			0.0	1.0	5955	300	0.0015630000000000002	This study		LT-IRM	g		u	300	
30-1-069:LP-X5956	30-1-069:LP-X	30-1-069			0.01	0.0	5956	300		This study		LP-X				300	1.11e-07
30-1-072:LP-AF-DIR5957	30-1-072:LP-AF-DIR	30-1-072	168.7	54.2	0.015	0.0	5957	300	6.082e-06	This study		LT-AF-Z	g		u	300	
30-1-072:LP-ARM5958	30-1-072:LP-ARM	30-1-072			0.08	5e-05	5958	300	7.261e-05	This study		LT-AF-I	g		u	300	
30-1-072:LP-IRM5959	30-1-072:LP-IRM	30-1-072			0.0	1.0	5959	300	0.001517	This study		LT-IRM	g		u	300	
30-1-072:LP-X5960	30-1-072:LP-X	30-1-072			0.01	0.0	5960	300		This study		LP-X				300	1.1e-07
30-1-075:LP-AF-DIR5961	30-1-075:LP-AF-DIR	30-1-075	168.3	53.9	0.015	0.0	5961	300	7.329e-06	This study		LT-AF-Z	g		u	300	
30-1-075:LP-ARM5962	30-1-075:LP-ARM	30-1-075			0.08	5e-05	5962	300	7.242e-05	This study		LT-AF-I	g		u	300	
30-1-075:LP-IRM5963	30-1-075:LP-IRM	30-1-075			0.0	1.0	5963	300	0.001431	This study		LT-IRM	g		u	300	
30-1-075:LP-X5964	30-1-075:LP-X	30-1-075			0.01	0.0	5964	300		This study		LP-X				300	9.974e-08
30-1-078:LP-AF-DIR5965	30-1-078:LP-AF-DIR	30-1-078	184.6	63.0	0.015	0.0	5965	300	7.2229999999999984e-06	This study		LT-AF-Z	g		u	300	
30-1-078:LP-ARM5966	30-1-078:LP-ARM	30-1-078			0.08	5e-05	5966	300	6.892e-05	This study		LT-AF-I	g		u	300	
30-1-078:LP-IRM5967	30-1-078:LP-IRM	30-1-078			0.0	1.0	5967	300	0.001425	This study		LT-IRM	g		u	300	
30-1-078:LP-X5968	30-1-078:LP-X	30-1-078			0.01	0.0	5968	300		This study		LP-X				300	9.675e-08
30-1-081:LP-AF-DIR5969	30-1-081:LP-AF-DIR	30-1-081	175.8	47.9	0.015	0.0	5969	300	7.479e-06	This study		LT-AF-Z	g		u	300	
30-1-081:LP-ARM5970	30-1-081:LP-ARM	30-1-081			0.08	5e-05	5970	300	6.844e-05	This study		LT-AF-I	g		u	300	
30-1-081:LP-IRM5971	30-1-081:LP-IRM	30-1-081			0.0	1.0	5971	300	0.001414	This study		LT-IRM	g		u	300	
30-1-081:LP-X5972	30-1-081:LP-X	30-1-081			0.01	0.0	5972	300		This study		LP-X				300	1.002e-07
30-1-087:LP-AF-DIR5973	30-1-087:LP-AF-DIR	30-1-087	169.8	58.1	0.015	0.0	5973	300	8.296e-06	This study		LT-AF-Z	g		u	300	
30-1-087:LP-ARM5974	30-1-087:LP-ARM	30-1-087			0.08	5e-05	5974	300	6.720000000000001e-05	This study		LT-AF-I	g		u	300	
30-1-087:LP-IRM5975	30-1-087:LP-IRM	30-1-087			0.0	1.0	5975	300	0.001415	This study		LT-IRM	g		u	300	
30-1-087:LP-X5976	30-1-087:LP-X	30-1-087			0.01	0.0	5976	300		This study		LP-X				300	9.839e-08
30-1-090:LP-AF-DIR5977	30-1-090:LP-AF-DIR	30-1-090	172.2	54.0	0.015	0.0	5977	300	1.071e-05	This study		LT-AF-Z	g		u	300	
30-1-090:LP-ARM5978	30-1-090:LP-ARM	30-1-090			0.08	5e-05	5978	300	7.681e-05	This study		LT-AF-I	g		u	300	
30-1-090:LP-IRM5979	30-1-090:LP-IRM	30-1-090			0.0	1.0	5979	300	0.001705	This study		LT-IRM	g		u	300	
30-1-090:LP-X5980	30-1-090:LP-X	30-1-090			0.01	0.0	5980	300		This study		LP-X				300	1.205e-07
30-1-093:LP-AF-DIR5981	30-1-093:LP-AF-DIR	30-1-093	172.5	50.6	0.015	0.0	5981	300	1.016e-05	This study		LT-AF-Z	g		u	300	
30-1-093:LP-ARM5982	30-1-093:LP-ARM	30-1-093			0.08	5e-05	5982	300	8.638e-05	This study		LT-AF-I	g		u	300	
30-1-093:LP-IRM5983	30-1-093:LP-IRM	30-1-093			0.0	1.0	5983	300	0.001931	This study		LT-IRM	g		u	300	
30-1-093:LP-X5984	30-1-093:LP-X	30-1-093			0.01	0.0	5984	300		This study		LP-X				300	1.372e-07
30-1-096:LP-AF-DIR5985	30-1-096:LP-AF-DIR	30-1-096	165.3	67.9	0.015	0.0	5985	300	6.8370000000000025e-06	This study		LT-AF-Z	g		u	300	
30-1-096:LP-ARM5986	30-1-096:LP-ARM	30-1-096			0.08	5e-05	5986	300	7.38e-05	This study		LT-AF-I	g		u	300	
30-1-096:LP-IRM5987	30-1-096:LP-IRM	30-1-096			0.0	1.0	5987	300	0.001591	This study		LT-IRM	g		u	300	
30-1-096:LP-X5988	30-1-096:LP-X	30-1-096			0.01	0.0	5988	300		This study		LP-X				300	1.086e-07
30-1-099:LP-AF-DIR5989	30-1-099:LP-AF-DIR	30-1-099	171.6	58.4	0.015	0.0	5989	300	5.636e-06	This study		LT-AF-Z	g		u	300	
30-1-099:LP-ARM5990	30-1-099:LP-ARM	30-1-099			0.08	5e-05	5990	300	6.518e-05	This study		LT-AF-I	g		u	300	
30-1-099:LP-IRM5991	30-1-099:LP-IRM	30-1-099			0.0	1.0	5991	300	0.001452	This study		LT-IRM	g		u	300	
30-1-099:LP-X5992	30-1-099:LP-X	30-1-099			0.01	0.0	5992	300		This study		LP-X				300	1.007e-07
30-1-102:LP-AF-DIR5993	30-1-102:LP-AF-DIR	30-1-102	171.7	49.6	0.015	0.0	5993	300	5.997e-06	This study		LT-AF-Z	g		u	300	
30-1-102:LP-ARM5994	30-1-102:LP-ARM	30-1-102			0.08	5e-05	5994	300	6.75e-05	This study		LT-AF-I	g		u	300	
30-1-102:LP-IRM5995	30-1-102:LP-IRM	30-1-102			0.0	1.0	5995	300	0.001377	This study		LT-IRM	g		u	300	
30-1-102:LP-X5996	30-1-102:LP-X	30-1-102			0.01	0.0	5996	300		This study		LP-X				300	9.634e-08
30-1-105:LP-AF-DIR5997	30-1-105:LP-AF-DIR	30-1-105	117.7	80.7	0.015	0.0	5997	300	5.3189999999999985e-06	This study		LT-AF-Z	g		u	300	
30-1-105:LP-ARM5998	30-1-105:LP-ARM	30-1-105			0.08	5e-05	5998	300	6.74e-05	This study		LT-AF-I	g		u	300	
30-1-105:LP-IRM5999	30-1-105:LP-IRM	30-1-105			0.0	1.0	5999	300	0.001458	This study		LT-IRM	g		u	300	
30-1-105:LP-X6000	30-1-105:LP-X	30-1-105			0.01	0.0	6000	300		This study		LP-X				300	9.865e-08
30-1-108:LP-AF-DIR6001	30-1-108:LP-AF-DIR	30-1-108	182.2	63.0	0.015	0.0	6001	300	4.456e-06	This study		LT-AF-Z	g		u	300	
30-1-108:LP-ARM6002	30-1-108:LP-ARM	30-1-108			0.08	5e-05	6002	300	6.649e-05	This study		LT-AF-I	g		u	300	
30-1-108:LP-IRM6003	30-1-108:LP-IRM	30-1-108			0.0	1.0	6003	300	0.001353	This study		LT-IRM	g		u	300	
30-1-108:LP-X6004	30-1-108:LP-X	30-1-108			0.01	0.0	6004	300		This study		LP-X				300	9.331e-08
30-1-111:LP-AF-DIR6005	30-1-111:LP-AF-DIR	30-1-111	171.2	50.6	0.015	0.0	6005	300	2.848e-06	This study		LT-AF-Z	g		u	300	
30-1-111:LP-ARM6006	30-1-111:LP-ARM	30-1-111			0.08	5e-05	6006	300	5.769e-05	This study		LT-AF-I	g		u	300	
30-1-111:LP-IRM6007	30-1-111:LP-IRM	30-1-111			0.0	1.0	6007	300	0.001167	This study		LT-IRM	g		u	300	
30-1-111:LP-X6008	30-1-111:LP-X	30-1-111			0.01	0.0	6008	300		This study		LP-X				300	8.232000000000001e-08
30-1-114:LP-AF-DIR6009	30-1-114:LP-AF-DIR	30-1-114	185.5	66.8	0.015	0.0	6009	300	2.6930000000000003e-06	This study		LT-AF-Z	g		u	300	
30-1-114:LP-ARM6010	30-1-114:LP-ARM	30-1-114			0.08	5e-05	6010	300	6.073e-05	This study		LT-AF-I	g		u	300	
30-1-114:LP-IRM6011	30-1-114:LP-IRM	30-1-114			0.0	1.0	6011	300	0.001208	This study		LT-IRM	g		u	300	
30-1-114:LP-X6012	30-1-114:LP-X	30-1-114			0.01	0.0	6012	300		This study		LP-X				300	8.119e-08
30-1-118:LP-AF-DIR6013	30-1-118:LP-AF-DIR	30-1-118	211.6	65.7	0.015	0.0	6013	300	4.211e-06	This study		LT-AF-Z	g		u	300	
30-1-118:LP-ARM6014	30-1-118:LP-ARM	30-1-118			0.08	5e-05	6014	300	7e-05	This study		LT-AF-I	g		u	300	
30-1-118:LP-IRM6015	30-1-118:LP-IRM	30-1-118			0.0	1.0	6015	300	0.0014210000000000002	This study		LT-IRM	g		u	300	
30-1-118:LP-X6016	30-1-118:LP-X	30-1-118			0.01	0.0	6016	300		This study		LP-X				300	9.632e-08
30-1-125:LP-AF-DIR6017	30-1-125:LP-AF-DIR	30-1-125	167.8	55.9	0.015	0.0	6017	300	1.377e-05	This study		LT-AF-Z	g		u	300	
30-1-125:LP-ARM6018	30-1-125:LP-ARM	30-1-125			0.08	5e-05	6018	300	7.774e-05	This study		LT-AF-I	g		u	300	
30-1-125:LP-IRM6019	30-1-125:LP-IRM	30-1-125			0.0	1.0	6019	300	0.0017120000000000002	This study		LT-IRM	g		u	300	
30-1-125:LP-X6020	30-1-125:LP-X	30-1-125			0.01	0.0	6020	300		This study		LP-X				300	1.13e-07
30-1-128:LP-AF-DIR6021	30-1-128:LP-AF-DIR	30-1-128	181.2	55.4	0.015	0.0	6021	300	1.123e-05	This study		LT-AF-Z	g		u	300	
30-1-128:LP-ARM6022	30-1-128:LP-ARM	30-1-128			0.08	5e-05	6022	300	7.485e-05	This study		LT-AF-I	g		u	300	
30-1-128:LP-IRM6023	30-1-128:LP-IRM	30-1-128			0.0	1.0	6023	300	0.001669	This study		LT-IRM	g		u	300	
30-1-128:LP-X6024	30-1-128:LP-X	30-1-128			0.01	0.0	6024	300		This study		LP-X				300	1.13e-07
30-1-131:LP-AF-DIR6025	30-1-131:LP-AF-DIR	30-1-131	157.1	54.4	0.015	0.0	6025	300	9.536e-06	This study		LT-AF-Z	g		u	300	
30-1-131:LP-ARM6026	30-1-131:LP-ARM	30-1-131			0.08	5e-05	6026	300	7.56e-05	This study		LT-AF-I	g		u	300	
30-1-131:LP-IRM6027	30-1-131:LP-IRM	30-1-131			0.0	1.0	6027	300	0.001486	This study		LT-IRM	g		u	300	
30-1-131:LP-X6028	30-1-131:LP-X	30-1-131			0.01	0.0	6028	300		This study		LP-X				300	9.88e-08
30-1-133:LP-AF-DIR6029	30-1-133:LP-AF-DIR	30-1-133	176.6	55.9	0.015	0.0	6029	300	7.973e-06	This study		LT-AF-Z	g		u	300	
30-1-133:LP-ARM6030	30-1-133:LP-ARM	30-1-133			0.08	5e-05	6030	300	7.004e-05	This study		LT-AF-I	g		u	300	
30-1-133:LP-IRM6031	30-1-133:LP-IRM	30-1-133			0.0	1.0	6031	300	0.001379	This study		LT-IRM	g		u	300	
30-1-133:LP-X6032	30-1-133:LP-X	30-1-133			0.01	0.0	6032	300		This study		LP-X				300	8.867000000000003e-08
30-1-136:LP-AF-DIR6033	30-1-136:LP-AF-DIR	30-1-136	171.6	56.2	0.015	0.0	6033	300	6.512000000000001e-06	This study		LT-AF-Z	g		u	300	
30-1-136:LP-ARM6034	30-1-136:LP-ARM	30-1-136			0.08	5e-05	6034	300	7.154e-05	This study		LT-AF-I	g		u	300	
30-1-136:LP-IRM6035	30-1-136:LP-IRM	30-1-136			0.0	1.0	6035	300	0.001423	This study		LT-IRM	g		u	300	
30-1-136:LP-X6036	30-1-136:LP-X	30-1-136			0.01	0.0	6036	300		This study		LP-X				300	1.024e-07
30-1-140:LP-AF-DIR6037	30-1-140:LP-AF-DIR	30-1-140	172.0	39.5	0.015	0.0	6037	300	4.63e-06	This study		LT-AF-Z	g		u	300	
30-1-140:LP-ARM6038	30-1-140:LP-ARM	30-1-140			0.08	5e-05	6038	300	6.497e-05	This study		LT-AF-I	g		u	300	
30-1-140:LP-IRM6039	30-1-140:LP-IRM	30-1-140			0.0	1.0	6039	300	0.001283	This study		LT-IRM	g		u	300	
30-1-140:LP-X6040	30-1-140:LP-X	30-1-140			0.01	0.0	6040	300		This study		LP-X				300	8.964e-08
30-1-143:LP-AF-DIR6041	30-1-143:LP-AF-DIR	30-1-143	177.2	62.1	0.015	0.0	6041	300	5.1439999999999985e-06	This study		LT-AF-Z	g		u	300	
30-1-143:LP-ARM6042	30-1-143:LP-ARM	30-1-143			0.08	5e-05	6042	300	6.61e-05	This study		LT-AF-I	g		u	300	
30-1-143:LP-IRM6043	30-1-143:LP-IRM	30-1-143			0.0	1.0	6043	300	0.00126	This study		LT-IRM	g		u	300	
30-1-143:LP-X6044	30-1-143:LP-X	30-1-143			0.01	0.0	6044	300		This study		LP-X				300	8.767000000000003e-08
30-1-146:LP-AF-DIR6045	30-1-146:LP-AF-DIR	30-1-146	188.1	55.1	0.015	0.0	6045	300	5.529e-06	This study		LT-AF-Z	g		u	300	
30-1-146:LP-ARM6046	30-1-146:LP-ARM	30-1-146			0.08	5e-05	6046	300	6.997e-05	This study		LT-AF-I	g		u	300	
30-1-146:LP-IRM6047	30-1-146:LP-IRM	30-1-146			0.0	1.0	6047	300	0.001276	This study		LT-IRM	g		u	300	
30-1-146:LP-X6048	30-1-146:LP-X	30-1-146			0.01	0.0	6048	300		This study		LP-X				300	8.669e-08
30-1-149:LP-AF-DIR6049	30-1-149:LP-AF-DIR	30-1-149	198.1	45.4	0.015	0.0	6049	300	4.091e-06	This study		LT-AF-Z	g		u	300	
30-1-149:LP-ARM6050	30-1-149:LP-ARM	30-1-149			0.08	5e-05	6050	300	6.048e-05	This study		LT-AF-I	g		u	300	
30-1-149:LP-IRM6051	30-1-149:LP-IRM	30-1-149			0.0	1.0	6051	300	0.00114	This study		LT-IRM	g		u	300	
30-1-149:LP-X6052	30-1-149:LP-X	30-1-149			0.01	0.0	6052	300		This study		LP-X				300	7.319e-08
30-2-005:LP-AF-DIR6053	30-2-005:LP-AF-DIR	30-2-005	165.2	51.3	0.015	0.0	6053	300	6.267e-06	This study		LT-AF-Z	g		u	300	
30-2-005:LP-ARM6054	30-2-005:LP-ARM	30-2-005			0.08	5e-05	6054	300	6.916e-05	This study		LT-AF-I	g		u	300	
30-2-005:LP-IRM6055	30-2-005:LP-IRM	30-2-005			0.0	1.0	6055	300	0.001256	This study		LT-IRM	g		u	300	
30-2-005:LP-X6056	30-2-005:LP-X	30-2-005			0.01	0.0	6056	300		This study		LP-X				300	8.045e-08
30-2-008:LP-AF-DIR6057	30-2-008:LP-AF-DIR	30-2-008	171.6	56.0	0.015	0.0	6057	300	7.911000000000001e-06	This study		LT-AF-Z	g		u	300	
30-2-008:LP-ARM6058	30-2-008:LP-ARM	30-2-008			0.08	5e-05	6058	300	7.356e-05	This study		LT-AF-I	g		u	300	
30-2-008:LP-IRM6059	30-2-008:LP-IRM	30-2-008			0.0	1.0	6059	300	0.001437	This study		LT-IRM	g		u	300	
30-2-008:LP-X6060	30-2-008:LP-X	30-2-008			0.01	0.0	6060	300		This study		LP-X				300	9.715e-08
30-2-011:LP-AF-DIR6061	30-2-011:LP-AF-DIR	30-2-011	174.5	53.2	0.015	0.0	6061	300	9.239e-06	This study		LT-AF-Z	g		u	300	
30-2-011:LP-ARM6062	30-2-011:LP-ARM	30-2-011			0.08	5e-05	6062	300	7.742e-05	This study		LT-AF-I	g		u	300	
30-2-011:LP-IRM6063	30-2-011:LP-IRM	30-2-011			0.0	1.0	6063	300	0.001557	This study		LT-IRM	g		u	300	
30-2-011:LP-X6064	30-2-011:LP-X	30-2-011			0.01	0.0	6064	300		This study		LP-X				300	1.044e-07
30-2-014:LP-AF-DIR6065	30-2-014:LP-AF-DIR	30-2-014	179.0	50.1	0.015	0.0	6065	300	9.835e-06	This study		LT-AF-Z	g		u	300	
30-2-014:LP-ARM6066	30-2-014:LP-ARM	30-2-014			0.08	5e-05	6066	300	8.301e-05	This study		LT-AF-I	g		u	300	
30-2-014:LP-IRM6067	30-2-014:LP-IRM	30-2-014			0.0	1.0	6067	300	0.001621	This study		LT-IRM	g		u	300	
30-2-014:LP-X6068	30-2-014:LP-X	30-2-014			0.01	0.0	6068	300		This study		LP-X				300	1.109e-07
30-2-017:LP-AF-DIR6069	30-2-017:LP-AF-DIR	30-2-017	171.5	54.6	0.015	0.0	6069	300	8.703e-06	This study		LT-AF-Z	g		u	300	
30-2-017:LP-ARM6070	30-2-017:LP-ARM	30-2-017			0.08	5e-05	6070	300	8.362e-05	This study		LT-AF-I	g		u	300	
30-2-017:LP-IRM6071	30-2-017:LP-IRM	30-2-017			0.0	1.0	6071	300	0.001638	This study		LT-IRM	g		u	300	
30-2-017:LP-X6072	30-2-017:LP-X	30-2-017			0.01	0.0	6072	300		This study		LP-X				300	1.135e-07
30-2-020:LP-AF-DIR6073	30-2-020:LP-AF-DIR	30-2-020	153.6	45.7	0.015	0.0	6073	300	5.8489999999999985e-06	This study		LT-AF-Z	g		u	300	
30-2-020:LP-ARM6074	30-2-020:LP-ARM	30-2-020			0.08	5e-05	6074	300	8.367e-05	This study		LT-AF-I	g		u	300	
30-2-020:LP-IRM6075	30-2-020:LP-IRM	30-2-020			0.0	1.0	6075	300	0.0016809999999999998	This study		LT-IRM	g		u	300	
30-2-020:LP-X6076	30-2-020:LP-X	30-2-020			0.01	0.0	6076	300		This study		LP-X				300	1.158e-07
30-2-024:LP-AF-DIR6077	30-2-024:LP-AF-DIR	30-2-024	196.8	45.6	0.015	0.0	6077	300	7.692e-06	This study		LT-AF-Z	g		u	300	
30-2-024:LP-ARM6078	30-2-024:LP-ARM	30-2-024			0.08	5e-05	6078	300	7.473e-05	This study		LT-AF-I	g		u	300	
30-2-024:LP-IRM6079	30-2-024:LP-IRM	30-2-024			0.0	1.0	6079	300	0.001707	This study		LT-IRM	g		u	300	
30-2-024:LP-X6080	30-2-024:LP-X	30-2-024			0.01	0.0	6080	300		This study		LP-X				300	1.179e-07
30-2-028:LP-AF-DIR6081	30-2-028:LP-AF-DIR	30-2-028	180.0	46.6	0.015	0.0	6081	300	8.512e-06	This study		LT-AF-Z	g		u	300	
30-2-028:LP-ARM6082	30-2-028:LP-ARM	30-2-028			0.08	5e-05	6082	300	8.804e-05	This study		LT-AF-I	g		u	300	
30-2-028:LP-IRM6083	30-2-028:LP-IRM	30-2-028			0.0	1.0	6083	300	0.0017280000000000002	This study		LT-IRM	g		u	300	
30-2-028:LP-X6084	30-2-028:LP-X	30-2-028			0.01	0.0	6084	300		This study		LP-X				300	1.215e-07
30-2-030:LP-AF-DIR6085	30-2-030:LP-AF-DIR	30-2-030	170.5	46.9	0.015	0.0	6085	300	7.641e-06	This study		LT-AF-Z	g		u	300	
30-2-030:LP-ARM6086	30-2-030:LP-ARM	30-2-030			0.08	5e-05	6086	300	8.744e-05	This study		LT-AF-I	g		u	300	
30-2-030:LP-IRM6087	30-2-030:LP-IRM	30-2-030			0.0	1.0	6087	300	0.001749	This study		LT-IRM	g		u	300	
30-2-030:LP-X6088	30-2-030:LP-X	30-2-030			0.01	0.0	6088	300		This study		LP-X				300	1.227e-07
30-2-034:LP-AF-DIR6089	30-2-034:LP-AF-DIR	30-2-034	188.4	57.1	0.015	0.0	6089	300	7.464e-06	This study		LT-AF-Z	g		u	300	
30-2-034:LP-ARM6090	30-2-034:LP-ARM	30-2-034			0.08	5e-05	6090	300	8.569e-05	This study		LT-AF-I	g		u	300	
30-2-034:LP-IRM6091	30-2-034:LP-IRM	30-2-034			0.0	1.0	6091	300	0.001686	This study		LT-IRM	g		u	300	
30-2-034:LP-X6092	30-2-034:LP-X	30-2-034			0.01	0.0	6092	300		This study		LP-X				300	1.154e-07
30-2-037:LP-AF-DIR6093	30-2-037:LP-AF-DIR	30-2-037	184.4	50.7	0.015	0.0	6093	300	8.617e-06	This study		LT-AF-Z	g		u	300	
30-2-037:LP-ARM6094	30-2-037:LP-ARM	30-2-037			0.08	5e-05	6094	300	8.648e-05	This study		LT-AF-I	g		u	300	
30-2-037:LP-IRM6095	30-2-037:LP-IRM	30-2-037			0.0	1.0	6095	300	0.00168	This study		LT-IRM	g		u	300	
30-2-037:LP-X6096	30-2-037:LP-X	30-2-037			0.01	0.0	6096	300		This study		LP-X				300	1.184e-07
30-2-039:LP-AF-DIR6097	30-2-039:LP-AF-DIR	30-2-039	146.2	50.2	0.015	0.0	6097	300	8.09e-06	This study		LT-AF-Z	g		u	300	
30-2-039:LP-ARM6098	30-2-039:LP-ARM	30-2-039			0.08	5e-05	6098	300	9.124e-05	This study		LT-AF-I	g		u	300	
30-2-039:LP-IRM6099	30-2-039:LP-IRM	30-2-039			0.0	1.0	6099	300	0.001843	This study		LT-IRM	g		u	300	
30-2-039:LP-X6100	30-2-039:LP-X	30-2-039			0.01	0.0	6100	300		This study		LP-X				300	1.308e-07
30-2-043:LP-AF-DIR6101	30-2-043:LP-AF-DIR	30-2-043	195.8	48.9	0.015	0.0	6101	300	9.452e-06	This study		LT-AF-Z	g		u	300	
30-2-043:LP-ARM6102	30-2-043:LP-ARM	30-2-043			0.08	5e-05	6102	300	9.159e-05	This study		LT-AF-I	g		u	300	
30-2-043:LP-IRM6103	30-2-043:LP-IRM	30-2-043			0.0	1.0	6103	300	0.001897	This study		LT-IRM	g		u	300	
30-2-043:LP-X6104	30-2-043:LP-X	30-2-043			0.01	0.0	6104	300		This study		LP-X				300	1.33e-07
30-2-046:LP-AF-DIR6105	30-2-046:LP-AF-DIR	30-2-046	190.4	40.1	0.015	0.0	6105	300	7.496e-06	This study		LT-AF-Z	g		u	300	
30-2-046:LP-ARM6106	30-2-046:LP-ARM	30-2-046			0.08	5e-05	6106	300	9.266e-05	This study		LT-AF-I	g		u	300	
30-2-046:LP-IRM6107	30-2-046:LP-IRM	30-2-046			0.0	1.0	6107	300	0.001843	This study		LT-IRM	g		u	300	
30-2-046:LP-X6108	30-2-046:LP-X	30-2-046			0.01	0.0	6108	300		This study		LP-X				300	1.275e-07
30-2-049:LP-AF-DIR6109	30-2-049:LP-AF-DIR	30-2-049	176.5	52.6	0.015	0.0	6109	300	5.625e-06	This study		LT-AF-Z	g		u	300	
30-2-049:LP-ARM6110	30-2-049:LP-ARM	30-2-049			0.08	5e-05	6110	300	8.137e-05	This study		LT-AF-I	g		u	300	
30-2-049:LP-IRM6111	30-2-049:LP-IRM	30-2-049			0.0	1.0	6111	300	0.001585	This study		LT-IRM	g		u	300	
30-2-049:LP-X6112	30-2-049:LP-X	30-2-049			0.01	0.0	6112	300		This study		LP-X				300	1.071e-07
30-2-053:LP-AF-DIR6113	30-2-053:LP-AF-DIR	30-2-053	185.5	55.5	0.015	0.0	6113	300	7.018e-06	This study		LT-AF-Z	g		u	300	
30-2-053:LP-ARM6114	30-2-053:LP-ARM	30-2-053			0.08	5e-05	6114	300	8.386e-05	This study		LT-AF-I	g		u	300	
30-2-053:LP-IRM6115	30-2-053:LP-IRM	30-2-053			0.0	1.0	6115	300	0.001663	This study		LT-IRM	g		u	300	
30-2-053:LP-X6116	30-2-053:LP-X	30-2-053			0.01	0.0	6116	300		This study		LP-X				300	1.151e-07
30-2-056:LP-AF-DIR6117	30-2-056:LP-AF-DIR	30-2-056	156.2	47.9	0.015	0.0	6117	300	7.6e-06	This study		LT-AF-Z	g		u	300	
30-2-056:LP-ARM6118	30-2-056:LP-ARM	30-2-056			0.08	5e-05	6118	300	9.18e-05	This study		LT-AF-I	g		u	300	
30-2-056:LP-IRM6119	30-2-056:LP-IRM	30-2-056			0.0	1.0	6119	300	0.001821	This study		LT-IRM	g		u	300	
30-2-056:LP-X6120	30-2-056:LP-X	30-2-056			0.01	0.0	6120	300		This study		LP-X				300	1.279e-07
30-2-059:LP-AF-DIR6121	30-2-059:LP-AF-DIR	30-2-059	172.7	47.5	0.015	0.0	6121	300	7.794e-06	This study		LT-AF-Z	g		u	300	
30-2-059:LP-ARM6122	30-2-059:LP-ARM	30-2-059			0.08	5e-05	6122	300	9.119e-05	This study		LT-AF-I	g		u	300	
30-2-059:LP-IRM6123	30-2-059:LP-IRM	30-2-059			0.0	1.0	6123	300	0.001917	This study		LT-IRM	g		u	300	
30-2-059:LP-X6124	30-2-059:LP-X	30-2-059			0.01	0.0	6124	300		This study		LP-X				300	1.372e-07
30-2-062:LP-AF-DIR6125	30-2-062:LP-AF-DIR	30-2-062	193.7	42.2	0.015	0.0	6125	300	8.122000000000001e-06	This study		LT-AF-Z	g		u	300	
