tab 	measurements
citations	dir_dec	dir_inc	experiment	magn_mass	meas_temp	measurement	method_codes	quality	specimen	standard	susc_chi_mass	treat_ac_field	treat_dc_field	treat_step_num	treat_temp
This study	321.6	-52.1	19-2-128:LP-AF-DIR	3.91E-06	300	2257	LT-AF-Z	g	19-2-128	u		1.50E-02	0		300
This study			19-2-128:LP-ARM	1.09E-04	300	2258	LT-AF-I	g	19-2-128	u		8.00E-02	5.00E-05		300
This study			19-2-128:LP-IRM	1.85E-03	300	2259	LT-IRM	g	19-2-128	u		0	1		300
This study			19-2-128:LP-X		300	2260	LP-X		19-2-128		1.34E-07	1.00E-02	0		300
This study	334.3	-46.1	19-2-131:LP-AF-DIR	4.38E-06	300	2261	LT-AF-Z	g	19-2-131	u		1.50E-02	0		300
This study			19-2-131:LP-ARM	1.04E-04	300	2262	LT-AF-I	g	19-2-131	u		8.00E-02	5.00E-05		300
This study			19-2-131:LP-IRM	1.80E-03	300	2263	LT-IRM	g	19-2-131	u		0	1		300
This study			19-2-131:LP-X		300	2264	LP-X		19-2-131		1.36E-07	1.00E-02	0		300
This study	333.5	-55	19-2-135:LP-AF-DIR	6.68E-06	300	2265	LT-AF-Z	g	19-2-135	u		1.50E-02	0		300
This study			19-2-135:LP-ARM	1.03E-04	300	2266	LT-AF-I	g	19-2-135	u		8.00E-02	5.00E-05		300
This study			19-2-135:LP-IRM	1.77E-03	300	2267	LT-IRM	g	19-2-135	u		0	1		300
This study			19-2-135:LP-X		300	2268	LP-X		19-2-135		1.28E-07	1.00E-02	0		300
This study	332.5	-49.2	19-2-138:LP-AF-DIR	3.88E-06	300	2269	LT-AF-Z	g	19-2-138	u		1.50E-02	0		300
This study			19-2-138:LP-ARM	1.08E-04	300	2270	LT-AF-I	g	19-2-138	u		8.00E-02	5.00E-05		300
This study			19-2-138:LP-IRM	1.88E-03	300	2271	LT-IRM	g	19-2-138	u		0	1		300
This study			19-2-138:LP-X		300	2272	LP-X		19-2-138		1.38E-07	1.00E-02	0		300
This study	349.6	-49.2	19-2-142:LP-AF-DIR	3.33E-06	300	2273	LT-AF-Z	g	19-2-142	u		1.50E-02	0		300
This study			19-2-142:LP-ARM	1.11E-04	300	2274	LT-AF-I	g	19-2-142	u		8.00E-02	5.00E-05		300
This study			19-2-142:LP-IRM	1.96E-03	300	2275	LT-IRM	g	19-2-142	u		0	1		300
This study			19-2-142:LP-X		300	2276	LP-X		19-2-142		1.46E-07	1.00E-02	0		300
This study	342.4	-66.1	19-2-145:LP-AF-DIR	3.78E-06	300	2277	LT-AF-Z	g	19-2-145	u		1.50E-02	0		300
This study			19-2-145:LP-ARM	1.21E-04	300	2278	LT-AF-I	g	19-2-145	u		8.00E-02	5.00E-05		300
This study			19-2-145:LP-IRM	2.02E-03	300	2279	LT-IRM	g	19-2-145	u		0	1		300
This study			19-2-145:LP-X		300	2280	LP-X		19-2-145		1.48E-07	1.00E-02	0		300
This study	336.5	-41.5	19-2-148:LP-AF-DIR	4.61E-06	300	2281	LT-AF-Z	g	19-2-148	u		1.50E-02	0		300
This study			19-2-148:LP-ARM	1.09E-04	300	2282	LT-AF-I	g	19-2-148	u		8.00E-02	5.00E-05		300
This study			19-2-148:LP-IRM	1.94E-03	300	2283	LT-IRM	g	19-2-148	u		0	1		300
This study			19-2-148:LP-X		300	2284	LP-X		19-2-148		1.43E-07	1.00E-02	0		300
This study	333.3	-33.7	19-3-001:LP-AF-DIR	5.13E-06	300	2285	LT-AF-Z	g	19-3-001	u		1.50E-02	0		300
This study			19-3-001:LP-ARM	1.13E-04	300	2286	LT-AF-I	g	19-3-001	u		8.00E-02	5.00E-05		300
This study			19-3-001:LP-IRM	1.94E-03	300	2287	LT-IRM	g	19-3-001	u		0	1		300
This study			19-3-001:LP-X		300	2288	LP-X		19-3-001		1.39E-07	1.00E-02	0		300
This study	340.7	-42.3	19-3-004:LP-AF-DIR	5.37E-06	300	2289	LT-AF-Z	g	19-3-004	u		1.50E-02	0		300
This study			19-3-004:LP-ARM	1.13E-04	300	2290	LT-AF-I	g	19-3-004	u		8.00E-02	5.00E-05		300
This study			19-3-004:LP-IRM	2.15E-03	300	2291	LT-IRM	g	19-3-004	u		0	1		300
This study			19-3-004:LP-X		300	2292	LP-X		19-3-004		1.54E-07	1.00E-02	0		300
This study	332.7	-39.2	19-3-007:LP-AF-DIR	4.74E-06	300	2293	LT-AF-Z	g	19-3-007	u		1.50E-02	0		300
This study			19-3-007:LP-ARM	1.17E-04	300	2294	LT-AF-I	g	19-3-007	u		8.00E-02	5.00E-05		300
This study			19-3-007:LP-IRM	2.25E-03	300	2295	LT-IRM	g	19-3-007	u		0	1		300
This study			19-3-007:LP-X		300	2296	LP-X		19-3-007		1.61E-07	1.00E-02	0		300
This study	336.9	-34.4	19-3-010:LP-AF-DIR	4.97E-06	300	2297	LT-AF-Z	g	19-3-010	u		1.50E-02	0		300
This study			19-3-010:LP-ARM	1.16E-04	300	2298	LT-AF-I	g	19-3-010	u		8.00E-02	5.00E-05		300
This study			19-3-010:LP-IRM	2.28E-03	300	2299	LT-IRM	g	19-3-010	u		0	1		300
This study			19-3-010:LP-X		300	2300	LP-X		19-3-010		1.65E-07	1.00E-02	0		300
This study	337.8	-37.9	19-3-013:LP-AF-DIR	5.07E-06	300	2301	LT-AF-Z	g	19-3-013	u		1.50E-02	0		300
This study			19-3-013:LP-ARM	1.21E-04	300	2302	LT-AF-I	g	19-3-013	u		8.00E-02	5.00E-05		300
This study			19-3-013:LP-IRM	2.44E-03	300	2303	LT-IRM	g	19-3-013	u		0	1		300
This study			19-3-013:LP-X		300	2304	LP-X		19-3-013		1.76E-07	1.00E-02	0		300
This study	312.7	-33.1	19-3-017:LP-AF-DIR	5.97E-06	300	2305	LT-AF-Z	g	19-3-017	u		1.50E-02	0		300
This study			19-3-017:LP-ARM	1.16E-04	300	2306	LT-AF-I	g	19-3-017	u		8.00E-02	5.00E-05		300
This study			19-3-017:LP-IRM	2.55E-03	300	2307	LT-IRM	g	19-3-017	u		0	1		300
This study			19-3-017:LP-X		300	2308	LP-X		19-3-017		1.81E-07	1.00E-02	0		300
This study	310.9	-27.5	19-3-020:LP-AF-DIR	5.55E-06	300	2309	LT-AF-Z	g	19-3-020	u		1.50E-02	0		300
This study			19-3-020:LP-ARM	1.16E-04	300	2310	LT-AF-I	g	19-3-020	u		8.00E-02	5.00E-05		300
This study			19-3-020:LP-IRM	2.33E-03	300	2311	LT-IRM	g	19-3-020	u		0	1		300
This study			19-3-020:LP-X		300	2312	LP-X		19-3-020		1.66E-07	1.00E-02	0		300
This study	334.7	-42.5	19-3-023:LP-AF-DIR	5.95E-06	300	2313	LT-AF-Z	g	19-3-023	u		1.50E-02	0		300
This study			19-3-023:LP-ARM	1.18E-04	300	2314	LT-AF-I	g	19-3-023	u		8.00E-02	5.00E-05		300
This study			19-3-023:LP-IRM	2.48E-03	300	2315	LT-IRM	g	19-3-023	u		0	1		300
This study			19-3-023:LP-X		300	2316	LP-X		19-3-023		1.76E-07	1.00E-02	0		300
This study	322.1	-34.4	19-3-026:LP-AF-DIR	5.08E-06	300	2317	LT-AF-Z	g	19-3-026	u		1.50E-02	0		300
This study			19-3-026:LP-ARM	1.22E-04	300	2318	LT-AF-I	g	19-3-026	u		8.00E-02	5.00E-05		300
This study			19-3-026:LP-IRM	2.80E-03	300	2319	LT-IRM	g	19-3-026	u		0	1		300
This study			19-3-026:LP-X		300	2320	LP-X		19-3-026		1.96E-07	1.00E-02	0		300
This study	343.4	-43.1	19-3-030:LP-AF-DIR	2.12E-06	300	2321	LT-AF-Z	g	19-3-030	u		1.50E-02	0		300
This study			19-3-030:LP-ARM	1.30E-04	300	2322	LT-AF-I	g	19-3-030	u		8.00E-02	5.00E-05		300
This study			19-3-030:LP-IRM	2.83E-03	300	2323	LT-IRM	g	19-3-030	u		0	1		300
This study			19-3-030:LP-X		300	2324	LP-X		19-3-030		1.97E-07	1.00E-02	0		300
This study	278.8	27.2	19-3-034:LP-AF-DIR	1.05E-06	300	2325	LT-AF-Z	g	19-3-034	u		1.50E-02	0		300
This study			19-3-034:LP-ARM	1.30E-04	300	2326	LT-AF-I	g	19-3-034	u		8.00E-02	5.00E-05		300
This study			19-3-034:LP-IRM	2.87E-03	300	2327	LT-IRM	g	19-3-034	u		0	1		300
This study			19-3-034:LP-X		300	2328	LP-X		19-3-034		2.04E-07	1.00E-02	0		300
This study	328.4	9.3	19-3-038:LP-AF-DIR	9.14E-07	300	2329	LT-AF-Z	g	19-3-038	u		1.50E-02	0		300
This study			19-3-038:LP-ARM	1.46E-04	300	2330	LT-AF-I	g	19-3-038	u		8.00E-02	5.00E-05		300
This study			19-3-038:LP-IRM	3.12E-03	300	2331	LT-IRM	g	19-3-038	u		0	1		300
This study			19-3-038:LP-X		300	2332	LP-X		19-3-038		2.29E-07	1.00E-02	0		300
This study	269.1	67.2	19-3-041:LP-AF-DIR	3.03E-06	300	2333	LT-AF-Z	g	19-3-041	u		1.50E-02	0		300
This study			19-3-041:LP-ARM	1.67E-04	300	2334	LT-AF-I	g	19-3-041	u		8.00E-02	5.00E-05		300
This study			19-3-041:LP-IRM	3.57E-03	300	2335	LT-IRM	g	19-3-041	u		0	1		300
This study			19-3-041:LP-X		300	2336	LP-X		19-3-041		2.60E-07	1.00E-02	0		300
This study	261.4	72.8	19-3-044:LP-AF-DIR	2.64E-06	300	2337	LT-AF-Z	g	19-3-044	u		1.50E-02	0		300
This study			19-3-044:LP-ARM	1.65E-04	300	2338	LT-AF-I	g	19-3-044	u		8.00E-02	5.00E-05		300
This study			19-3-044:LP-IRM	3.48E-03	300	2339	LT-IRM	g	19-3-044	u		0	1		300
This study			19-3-044:LP-X		300	2340	LP-X		19-3-044		2.56E-07	1.00E-02	0		300
This study	52.2	61.4	19-3-046:LP-AF-DIR	1.89E-06	300	2341	LT-AF-Z	g	19-3-046	u		1.50E-02	0		300
This study			19-3-046:LP-ARM	1.45E-04	300	2342	LT-AF-I	g	19-3-046	u		8.00E-02	5.00E-05		300
This study			19-3-046:LP-IRM	3.26E-03	300	2343	LT-IRM	g	19-3-046	u		0	1		300
This study			19-3-046:LP-X		300	2344	LP-X		19-3-046		2.48E-07	1.00E-02	0		300
This study	207.6	70	19-3-050:LP-AF-DIR	3.64E-06	300	2345	LT-AF-Z	g	19-3-050	u		1.50E-02	0		300
This study			19-3-050:LP-ARM	1.55E-04	300	2346	LT-AF-I	g	19-3-050	u		8.00E-02	5.00E-05		300
This study			19-3-050:LP-IRM	3.25E-03	300	2347	LT-IRM	g	19-3-050	u		0	1		300
This study			19-3-050:LP-X		300	2348	LP-X		19-3-050		2.38E-07	1.00E-02	0		300
This study	178.3	64.3	19-3-053:LP-AF-DIR	5.83E-06	300	2349	LT-AF-Z	g	19-3-053	u		1.50E-02	0		300
This study			19-3-053:LP-ARM	1.41E-04	300	2350	LT-AF-I	g	19-3-053	u		8.00E-02	5.00E-05		300
This study			19-3-053:LP-IRM	2.85E-03	300	2351	LT-IRM	g	19-3-053	u		0	1		300
This study			19-3-053:LP-X		300	2352	LP-X		19-3-053		2.10E-07	1.00E-02	0		300
This study	207.4	57.1	19-3-058:LP-AF-DIR	3.87E-06	300	2353	LT-AF-Z	g	19-3-058	u		1.50E-02	0		300
This study			19-3-058:LP-ARM	1.32E-04	300	2354	LT-AF-I	g	19-3-058	u		8.00E-02	5.00E-05		300
This study			19-3-058:LP-IRM	2.61E-03	300	2355	LT-IRM	g	19-3-058	u		0	1		300
This study			19-3-058:LP-X		300	2356	LP-X		19-3-058		1.90E-07	1.00E-02	0		300
This study	149.5	63.6	19-3-060:LP-AF-DIR	3.65E-06	300	2357	LT-AF-Z	g	19-3-060	u		1.50E-02	0		300
This study			19-3-060:LP-ARM	1.29E-04	300	2358	LT-AF-I	g	19-3-060	u		8.00E-02	5.00E-05		300
This study			19-3-060:LP-IRM	2.52E-03	300	2359	LT-IRM	g	19-3-060	u		0	1		300
This study			19-3-060:LP-X		300	2360	LP-X		19-3-060		1.86E-07	1.00E-02	0		300
This study	176.1	59.3	19-3-063:LP-AF-DIR	5.22E-06	300	2361	LT-AF-Z	g	19-3-063	u		1.50E-02	0		300
This study			19-3-063:LP-ARM	1.31E-04	300	2362	LT-AF-I	g	19-3-063	u		8.00E-02	5.00E-05		300
This study			19-3-063:LP-IRM	2.44E-03	300	2363	LT-IRM	g	19-3-063	u		0	1		300
This study			19-3-063:LP-X		300	2364	LP-X		19-3-063		1.80E-07	1.00E-02	0		300
This study	177.3	56.7	19-3-066:LP-AF-DIR	6.12E-06	300	2365	LT-AF-Z	g	19-3-066	u		1.50E-02	0		300
This study			19-3-066:LP-ARM	1.51E-04	300	2366	LT-AF-I	g	19-3-066	u		8.00E-02	5.00E-05		300
This study			19-3-066:LP-IRM	2.79E-03	300	2367	LT-IRM	g	19-3-066	u		0	1		300
This study			19-3-066:LP-X		300	2368	LP-X		19-3-066		2.10E-07	1.00E-02	0		300
This study	181.1	61.9	19-3-070:LP-AF-DIR	4.44E-06	300	2369	LT-AF-Z	g	19-3-070	u		1.50E-02	0		300
This study			19-3-070:LP-ARM	1.53E-04	300	2370	LT-AF-I	g	19-3-070	u		8.00E-02	5.00E-05		300
This study			19-3-070:LP-IRM	2.92E-03	300	2371	LT-IRM	g	19-3-070	u		0	1		300
This study			19-3-070:LP-X		300	2372	LP-X		19-3-070		2.20E-07	1.00E-02	0		300
This study	177.7	68.3	19-3-072:LP-AF-DIR	4.41E-06	300	2373	LT-AF-Z	g	19-3-072	u		1.50E-02	0		300
This study			19-3-072:LP-ARM	1.27E-04	300	2374	LT-AF-I	g	19-3-072	u		8.00E-02	5.00E-05		300
This study			19-3-072:LP-IRM	2.43E-03	300	2375	LT-IRM	g	19-3-072	u		0	1		300
This study			19-3-072:LP-X		300	2376	LP-X		19-3-072		1.80E-07	1.00E-02	0		300
This study	178.5	64.1	19-3-076:LP-AF-DIR	4.24E-06	300	2377	LT-AF-Z	g	19-3-076	u		1.50E-02	0		300
This study			19-3-076:LP-ARM	1.23E-04	300	2378	LT-AF-I	g	19-3-076	u		8.00E-02	5.00E-05		300
This study			19-3-076:LP-IRM	2.33E-03	300	2379	LT-IRM	g	19-3-076	u		0	1		300
This study			19-3-076:LP-X		300	2380	LP-X		19-3-076		1.73E-07	1.00E-02	0		300
This study	167.4	68.8	19-3-080:LP-AF-DIR	3.66E-06	300	2381	LT-AF-Z	g	19-3-080	u		1.50E-02	0		300
This study			19-3-080:LP-ARM	1.28E-04	300	2382	LT-AF-I	g	19-3-080	u		8.00E-02	5.00E-05		300
This study			19-3-080:LP-IRM	2.34E-03	300	2383	LT-IRM	g	19-3-080	u		0	1		300
This study			19-3-080:LP-X		300	2384	LP-X		19-3-080		1.75E-07	1.00E-02	0		300
This study	184.6	54	19-3-083:LP-AF-DIR	5.72E-06	300	2385	LT-AF-Z	g	19-3-083	u		1.50E-02	0		300
This study			19-3-083:LP-ARM	1.41E-04	300	2386	LT-AF-I	g	19-3-083	u		8.00E-02	5.00E-05		300
This study			19-3-083:LP-IRM	2.55E-03	300	2387	LT-IRM	g	19-3-083	u		0	1		300
This study			19-3-083:LP-X		300	2388	LP-X		19-3-083		1.94E-07	1.00E-02	0		300
This study	185.1	58.5	19-3-086:LP-AF-DIR	5.91E-06	300	2389	LT-AF-Z	g	19-3-086	u		1.50E-02	0		300
This study			19-3-086:LP-ARM	1.29E-04	300	2390	LT-AF-I	g	19-3-086	u		8.00E-02	5.00E-05		300
This study			19-3-086:LP-IRM	2.59E-03	300	2391	LT-IRM	g	19-3-086	u		0	1		300
This study			19-3-086:LP-X		300	2392	LP-X		19-3-086		1.96E-07	1.00E-02	0		300
This study	196	45.7	19-3-092:LP-AF-DIR	5.52E-06	300	2393	LT-AF-Z	g	19-3-092	u		1.50E-02	0		300
This study			19-3-092:LP-ARM	1.40E-04	300	2394	LT-AF-I	g	19-3-092	u		8.00E-02	5.00E-05		300
This study			19-3-092:LP-IRM	2.84E-03	300	2395	LT-IRM	g	19-3-092	u		0	1		300
This study			19-3-092:LP-X		300	2396	LP-X		19-3-092		2.19E-07	1.00E-02	0		300
This study	186.6	63	19-3-095:LP-AF-DIR	6.47E-06	300	2397	LT-AF-Z	g	19-3-095	u		1.50E-02	0		300
This study			19-3-095:LP-ARM	1.57E-04	300	2398	LT-AF-I	g	19-3-095	u		8.00E-02	5.00E-05		300
This study			19-3-095:LP-IRM	2.99E-03	300	2399	LT-IRM	g	19-3-095	u		0	1		300
This study			19-3-095:LP-X		300	2400	LP-X		19-3-095		2.35E-07	1.00E-02	0		300
This study	191.1	67.8	19-3-098:LP-AF-DIR	5.93E-06	300	2401	LT-AF-Z	g	19-3-098	u		1.50E-02	0		300
This study			19-3-098:LP-ARM	1.69E-04	300	2402	LT-AF-I	g	19-3-098	u		8.00E-02	5.00E-05		300
This study			19-3-098:LP-IRM	3.24E-03	300	2403	LT-IRM	g	19-3-098	u		0	1		300
This study			19-3-098:LP-X		300	2404	LP-X		19-3-098		2.59E-07	1.00E-02	0		300
This study	162.8	65.5	19-3-101:LP-AF-DIR	4.16E-06	300	2405	LT-AF-Z	g	19-3-101	u		1.50E-02	0		300
This study			19-3-101:LP-ARM	1.64E-04	300	2406	LT-AF-I	g	19-3-101	u		8.00E-02	5.00E-05		300
This study			19-3-101:LP-IRM	3.09E-03	300	2407	LT-IRM	g	19-3-101	u		0	1		300
This study			19-3-101:LP-X		300	2408	LP-X		19-3-101		2.53E-07	1.00E-02	0		300
This study	180.1	48.1	19-3-104:LP-AF-DIR	7.70E-06	300	2409	LT-AF-Z	g	19-3-104	u		1.50E-02	0		300
This study			19-3-104:LP-ARM	1.70E-04	300	2410	LT-AF-I	g	19-3-104	u		8.00E-02	5.00E-05		300
This study			19-3-104:LP-IRM	3.15E-03	300	2411	LT-IRM	g	19-3-104	u		0	1		300
This study			19-3-104:LP-X		300	2412	LP-X		19-3-104		2.64E-07	1.00E-02	0		300
This study	187.7	45.7	19-3-108:LP-AF-DIR	8.55E-06	300	2413	LT-AF-Z	g	19-3-108	u		1.50E-02	0		300
This study			19-3-108:LP-ARM	1.80E-04	300	2414	LT-AF-I	g	19-3-108	u		8.00E-02	5.00E-05		300
This study			19-3-108:LP-IRM	3.47E-03	300	2415	LT-IRM	g	19-3-108	u		0	1		300
This study			19-3-108:LP-X		300	2416	LP-X		19-3-108		3.03E-07	1.00E-02	0		300
This study	181.4	57	19-3-111:LP-AF-DIR	6.84E-06	300	2417	LT-AF-Z	g	19-3-111	u		1.50E-02	0		300
This study			19-3-111:LP-ARM	2.09E-04	300	2418	LT-AF-I	g	19-3-111	u		8.00E-02	5.00E-05		300
This study			19-3-111:LP-IRM	3.82E-03	300	2419	LT-IRM	g	19-3-111	u		0	1		300
This study			19-3-111:LP-X		300	2420	LP-X		19-3-111		3.49E-07	1.00E-02	0		300
This study	168.9	62.4	19-3-114:LP-AF-DIR	7.86E-06	300	2421	LT-AF-Z	g	19-3-114	u		1.50E-02	0		300
This study			19-3-114:LP-ARM	1.92E-04	300	2422	LT-AF-I	g	19-3-114	u		8.00E-02	5.00E-05		300
This study			19-3-114:LP-IRM	3.63E-03	300	2423	LT-IRM	g	19-3-114	u		0	1		300
This study			19-3-114:LP-X		300	2424	LP-X		19-3-114		3.29E-07	1.00E-02	0		300
This study	166.8	65.9	19-3-117:LP-AF-DIR	8.25E-06	300	2425	LT-AF-Z	g	19-3-117	u		1.50E-02	0		300
This study			19-3-117:LP-ARM	1.78E-04	300	2426	LT-AF-I	g	19-3-117	u		8.00E-02	5.00E-05		300
This study			19-3-117:LP-IRM	3.32E-03	300	2427	LT-IRM	g	19-3-117	u		0	1		300
This study			19-3-117:LP-X		300	2428	LP-X		19-3-117		3.21E-07	1.00E-02	0		300
This study	183.6	61.7	20-1-012:LP-AF-DIR	4.47E-06	300	2429	LT-AF-Z	g	20-1-012	u		1.50E-02	0		300
This study			20-1-012:LP-ARM	1.36E-04	300	2430	LT-AF-I	g	20-1-012	u		8.00E-02	5.00E-05		300
This study			20-1-012:LP-IRM	2.62E-03	300	2431	LT-IRM	g	20-1-012	u		0	1		300
This study			20-1-012:LP-X		300	2432	LP-X		20-1-012		2.01E-07	1.00E-02	0		300
This study	185.2	54.2	20-1-015:LP-AF-DIR	6.44E-06	300	2433	LT-AF-Z	g	20-1-015	u		1.50E-02	0		300
This study			20-1-015:LP-ARM	1.36E-04	300	2434	LT-AF-I	g	20-1-015	u		8.00E-02	5.00E-05		300
This study			20-1-015:LP-IRM	2.67E-03	300	2435	LT-IRM	g	20-1-015	u		0	1		300
This study			20-1-015:LP-X		300	2436	LP-X		20-1-015		2.08E-07	1.00E-02	0		300
This study	172.1	57.4	20-1-017:LP-AF-DIR	7.12E-06	300	2437	LT-AF-Z	g	20-1-017	u		1.50E-02	0		300
This study			20-1-017:LP-ARM	1.42E-04	300	2438	LT-AF-I	g	20-1-017	u		8.00E-02	5.00E-05		300
This study			20-1-017:LP-IRM	2.59E-03	300	2439	LT-IRM	g	20-1-017	u		0	1		300
This study			20-1-017:LP-X		300	2440	LP-X		20-1-017		2.04E-07	1.00E-02	0		300
This study	182.3	53.5	20-1-020:LP-AF-DIR	4.99E-06	300	2441	LT-AF-Z	g	20-1-020	u		1.50E-02	0		300
This study			20-1-020:LP-ARM	1.28E-04	300	2442	LT-AF-I	g	20-1-020	u		8.00E-02	5.00E-05		300
This study			20-1-020:LP-IRM	2.29E-03	300	2443	LT-IRM	g	20-1-020	u		0	1		300
This study			20-1-020:LP-X		300	2444	LP-X		20-1-020		1.99E-07	1.00E-02	0		300
This study	164	58.9	20-1-024:LP-AF-DIR	6.24E-06	300	2445	LT-AF-Z	g	20-1-024	u		1.50E-02	0		300
This study			20-1-024:LP-ARM	1.25E-04	300	2446	LT-AF-I	g	20-1-024	u		8.00E-02	5.00E-05		300
This study			20-1-024:LP-IRM	2.34E-03	300	2447	LT-IRM	g	20-1-024	u		0	1		300
This study			20-1-024:LP-X		300	2448	LP-X		20-1-024		1.82E-07	1.00E-02	0		300
This study	178.4	62.4	20-1-028:LP-AF-DIR	4.18E-06	300	2449	LT-AF-Z	g	20-1-028	u		1.50E-02	0		300
This study			20-1-028:LP-ARM	1.33E-04	300	2450	LT-AF-I	g	20-1-028	u		8.00E-02	5.00E-05		300
This study			20-1-028:LP-IRM	2.39E-03	300	2451	LT-IRM	g	20-1-028	u		0	1		300
This study			20-1-028:LP-X		300	2452	LP-X		20-1-028		1.79E-07	1.00E-02	0		300
This study	170.3	65.5	20-1-031:LP-AF-DIR	3.69E-06	300	2453	LT-AF-Z	g	20-1-031	u		1.50E-02	0		300
This study			20-1-031:LP-ARM	1.23E-04	300	2454	LT-AF-I	g	20-1-031	u		8.00E-02	5.00E-05		300
This study			20-1-031:LP-IRM	2.27E-03	300	2455	LT-IRM	g	20-1-031	u		0	1		300
This study			20-1-031:LP-X		300	2456	LP-X		20-1-031		1.70E-07	1.00E-02	0		300
This study	187.6	64	20-1-035:LP-AF-DIR	3.90E-06	300	2457	LT-AF-Z	g	20-1-035	u		1.50E-02	0		300
This study			20-1-035:LP-ARM	1.25E-04	300	2458	LT-AF-I	g	20-1-035	u		8.00E-02	5.00E-05		300
This study			20-1-035:LP-IRM	2.11E-03	300	2459	LT-IRM	g	20-1-035	u		0	1		300
This study			20-1-035:LP-X		300	2460	LP-X		20-1-035		1.54E-07	1.00E-02	0		300
This study	139.9	69.6	20-1-039:LP-AF-DIR	3.82E-06	300	2461	LT-AF-Z	g	20-1-039	u		1.50E-02	0		300
This study			20-1-039:LP-ARM	1.33E-04	300	2462	LT-AF-I	g	20-1-039	u		8.00E-02	5.00E-05		300
This study			20-1-039:LP-IRM	2.17E-03	300	2463	LT-IRM	g	20-1-039	u		0	1		300
This study			20-1-039:LP-X		300	2464	LP-X		20-1-039		1.63E-07	1.00E-02	0		300
This study	196.2	64.5	20-1-043:LP-AF-DIR	4.76E-06	300	2465	LT-AF-Z	g	20-1-043	u		1.50E-02	0		300
This study			20-1-043:LP-ARM	1.56E-04	300	2466	LT-AF-I	g	20-1-043	u		8.00E-02	5.00E-05		300
This study			20-1-043:LP-IRM	2.53E-03	300	2467	LT-IRM	g	20-1-043	u		0	1		300
This study			20-1-043:LP-X		300	2468	LP-X		20-1-043		1.97E-07	1.00E-02	0		300
This study	165.4	77.4	20-1-045:LP-AF-DIR	5.07E-06	300	2469	LT-AF-Z	g	20-1-045	u		1.50E-02	0		300
This study			20-1-045:LP-ARM	1.51E-04	300	2470	LT-AF-I	g	20-1-045	u		8.00E-02	5.00E-05		300
This study			20-1-045:LP-IRM	2.52E-03	300	2471	LT-IRM	g	20-1-045	u		0	1		300
This study			20-1-045:LP-X		300	2472	LP-X		20-1-045		1.96E-07	1.00E-02	0		300
This study	203.2	65.4	20-1-049:LP-AF-DIR	4.21E-06	300	2473	LT-AF-Z	g	20-1-049	u		1.50E-02	0		300
This study			20-1-049:LP-ARM	1.56E-04	300	2474	LT-AF-I	g	20-1-049	u		8.00E-02	5.00E-05		300
This study			20-1-049:LP-IRM	2.60E-03	300	2475	LT-IRM	g	20-1-049	u		0	1		300
This study			20-1-049:LP-X		300	2476	LP-X		20-1-049		2.10E-07	1.00E-02	0		300
This study	186.6	69.1	20-1-051:LP-AF-DIR	4.82E-06	300	2477	LT-AF-Z	g	20-1-051	u		1.50E-02	0		300
This study			20-1-051:LP-ARM	1.42E-04	300	2478	LT-AF-I	g	20-1-051	u		8.00E-02	5.00E-05		300
This study			20-1-051:LP-IRM	2.39E-03	300	2479	LT-IRM	g	20-1-051	u		0	1		300
This study			20-1-051:LP-X		300	2480	LP-X		20-1-051		1.87E-07	1.00E-02	0		300
This study	185.1	59.3	20-1-055:LP-AF-DIR	4.90E-06	300	2481	LT-AF-Z	g	20-1-055	u		1.50E-02	0		300
This study			20-1-055:LP-ARM	1.33E-04	300	2482	LT-AF-I	g	20-1-055	u		8.00E-02	5.00E-05		300
This study			20-1-055:LP-IRM	2.29E-03	300	2483	LT-IRM	g	20-1-055	u		0	1		300
This study			20-1-055:LP-X		300	2484	LP-X		20-1-055		1.82E-07	1.00E-02	0		300
This study	167.4	65.1	20-1-059:LP-AF-DIR	3.92E-06	300	2485	LT-AF-Z	g	20-1-059	u		1.50E-02	0		300
This study			20-1-059:LP-ARM	1.16E-04	300	2486	LT-AF-I	g	20-1-059	u		8.00E-02	5.00E-05		300
This study			20-1-059:LP-IRM	2.04E-03	300	2487	LT-IRM	g	20-1-059	u		0	1		300
This study			20-1-059:LP-X		300	2488	LP-X		20-1-059		1.62E-07	1.00E-02	0		300
This study	190.1	69.5	20-1-062:LP-AF-DIR	3.33E-06	300	2489	LT-AF-Z	g	20-1-062	u		1.50E-02	0		300
This study			20-1-062:LP-ARM	1.05E-04	300	2490	LT-AF-I	g	20-1-062	u		8.00E-02	5.00E-05		300
This study			20-1-062:LP-IRM	1.92E-03	300	2491	LT-IRM	g	20-1-062	u		0	1		300
This study			20-1-062:LP-X		300	2492	LP-X		20-1-062		1.53E-07	1.00E-02	0		300
This study	184.9	63.7	20-1-065:LP-AF-DIR	3.48E-06	300	2493	LT-AF-Z	g	20-1-065	u		1.50E-02	0		300
This study			20-1-065:LP-ARM	1.00E-04	300	2494	LT-AF-I	g	20-1-065	u		8.00E-02	5.00E-05		300
This study			20-1-065:LP-IRM	1.86E-03	300	2495	LT-IRM	g	20-1-065	u		0	1		300
This study			20-1-065:LP-X		300	2496	LP-X		20-1-065		1.48E-07	1.00E-02	0		300
This study	190.1	74.7	20-1-068:LP-AF-DIR	1.97E-06	300	2497	LT-AF-Z	g	20-1-068	u		1.50E-02	0		300
