tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_n	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b_beta	int_corr	int_corr_anisotropy	int_corr_cooling_rate	int_dang	int_drats	int_f	int_fvds	int_g	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_treat_dc_field	lithologies	magic_method_codes	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							hz18f		hz18f1
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							hz18f		hz18f2
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							hz18f		hz18f3
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							hz20a		hz20a1
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							hz20a		hz20a2
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							hz20a		hz20a3
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							hz20b		hz20b1
1.44	40.693457	15.949801	36.291496	6.000000	0.304675:0.338674:0.356651:0.012193:-0.006973:0.052920	6.000000	0.008522	ATRM				This study	Critical F: 3.1059									hz20b2;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20b		hz20b2
	40.693457	15.949801	36.291496	6.000000	0.304675:0.338674:0.356651:0.012193:-0.006973:0.052920		0.008522					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20b2			3.53e-05	0.02	c	1.26	0.96	2.11	1.76	0.90	0.75	0.85	4.85	10	6	40.30	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	523	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20b		hz20b2
1.30	84.015107	3.374280	132.971875	6.000000	0.356384:0.273966:0.369650:0.019794:-0.010953:0.007763	6.000000	0.005571	ATRM				This study	Critical F: 3.1059									hz20b3;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20b		hz20b3
	84.015107	3.374280	132.971875	6.000000	0.356384:0.273966:0.369650:0.019794:-0.010953:0.007763		0.005571					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20b3			3.41e-05	0.01	c	1.28	0.96	0.69	1.87	0.91	0.81	0.85	3.86	11	6	59.35	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20b		hz20b3
2.83	98.774034	7.100135	145.914498	6.000000	0.357860:0.328041:0.314099:-0.033269:0.039164:0.027783	6.000000	0.005629	ATRM				This study	Critical F: 3.1059									hz20b4;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20b		hz20b4
	98.774034	7.100135	145.914498	6.000000	0.357860:0.328041:0.314099:-0.033269:0.039164:0.027783		0.005629					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20b4			4.05e-05	0.02	c	1.15	0.93	1.95	4.19	0.93	0.78	0.86	4.54	14	6	42.44	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20b		hz20b4
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							hz20b		hz20b5
3.68	19.898228	4.410966	22.856922	6.000000	0.346986:0.315851:0.337163:-0.024488:0.051124:0.004047	6.000000	0.011834	ATRM				This study	Critical F: 3.1059									hz20b6;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20b		hz20b6
	19.898228	4.410966	22.856922	6.000000	0.346986:0.315851:0.337163:-0.024488:0.051124:0.004047		0.011834					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20b6			3.89e-05	0.02	c	1.12	0.93	1.37	3.03	0.91	0.84	0.84	3.27	10	6	40.26	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	523	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20b		hz20b6
1.42	22.811642	6.161031	24.359735	6.000000	0.348953:0.322075:0.328972:-0.009806:0.032539:-0.006507	6.000000	0.006987	ATRM				This study	Critical F: 3.1059									hz20c1;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20c		hz20c1
	22.811642	6.161031	24.359735	6.000000	0.348953:0.322075:0.328972:-0.009806:0.032539:-0.006507		0.006987					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20c1			4.54e-05	0.04	c	0.98	0.96	3.92	2.28	0.96	0.82	0.87	3.83	10	5	19.56	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20c		hz20c1
1.73	16.512947	0.261513	27.994786	6.000000	0.344758:0.348859:0.306383:0.004544:0.017930:-0.017169	6.000000	0.007580	ATRM				This study	Critical F: 3.1059									hz20c2;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20c		hz20c2
	16.512947	0.261513	27.994786	6.000000	0.344758:0.348859:0.306383:0.004544:0.017930:-0.017169		0.007580					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20c2			4.93e-05	0.03	c	0.89	0.97	2.27	2.36	0.99	0.97	0.88	2.43	12	6	30.77	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	423	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20c		hz20c2
0.98	4.727079	0.844992	5.803494	6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869	6.000000	0.015499	ATRM				This study	Critical F: 3.1059									hz20c3;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20c		hz20c3
	4.727079	0.844992	5.803494	6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20c3			4.35e-05	0.01	c	1.02	0.97	1.94	2.87	0.79	0.79	0.85	1.64	12	5	49.12	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	803	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20c		hz20c3
2.77	36.626381	2.196098	55.443866	6.000000	0.358156:0.312194:0.329650:0.027187:-0.038353:0.011611	6.000000	0.007936	ATRM				This study	Critical F: 3.1059									hz20c4;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20c		hz20c4
	36.626381	2.196098	55.443866	6.000000	0.358156:0.312194:0.329650:0.027187:-0.038353:0.011611		0.007936					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20c4			4.65e-05	0.03	c	0.93	0.95	2.55	2.59	0.91	0.87	0.86	2.72	12	5	31.24	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20c		hz20c4
11.33	6.735670	0.611431	9.595735	6.000000	0.338061:0.316073:0.345865:-0.027394:0.005325:-0.000265	6.000000	0.010993	ATRM				This study	Critical F: 3.1059									hz20c5;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20c		hz20c5
	6.735670	0.611431	9.595735	6.000000	0.338061:0.316073:0.345865:-0.027394:0.005325:-0.000265		0.010993					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20c5			4.48e-05	0.03	c	0.98	0.94	3.34	1.27	0.80	0.75	0.86	3.67	11	5	24.69	6.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	803	373	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20c		hz20c5
1.67	8.843460	2.244227	9.676885	6.000000	0.313787:0.355604:0.330609:0.003133:0.004341:0.017352	6.000000	0.008359	ATRM				This study	Critical F: 3.1059									hz20c6;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20c		hz20c6
	8.843460	2.244227	9.676885	6.000000	0.313787:0.355604:0.330609:0.003133:0.004341:0.017352		0.008359					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20c6			4.68e-05	0.05	c	0.98	0.95	5.47	2.29	0.92	0.87	0.87	2.35	13	5	17.39	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20c		hz20c6
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							hz20d		hz20d1
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							hz20d		hz20d2
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							hz20d		hz20d3
0.65	4.356055	3.351035	2.139424	6.000000	0.343299:0.333079:0.323623:-0.007775:-0.006412:0.000047	6.000000	0.006036	ATRM				This study	Critical F: 3.1059									hz20e1;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20e		hz20e1
	4.356055	3.351035	2.139424	6.000000	0.343299:0.333079:0.323623:-0.007775:-0.006412:0.000047		0.006036					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20e1			3.58e-05	0.03	c	0.97	0.93	2.07	2.67	0.77	0.79	0.87	4.63	10	6	20.00	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	523	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20e		hz20e1
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study										LP-PI-ALT-PTRM: LP-PI-BT-IZZI : LP-PI-TRM :hz20e2	Archeologic	Ceramic	3.24e-05	0.05	c	1.00	0.93	2.52	2.54	0.77	0.75	0.86	4.85	10	6	14.17	6.00e-05	Not Specified	DA-CR:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	523	K	DA-CR:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20e		hz20e2
1.36	2.145902	0.515549	2.396578	6.000000	0.330134:0.336744:0.333122:0.015631:-0.006974:0.007056	6.000000	0.011483	ATRM				This study	Critical F: 3.1059									hz20e3;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20e		hz20e3
	2.145902	0.515549	2.396578	6.000000	0.330134:0.336744:0.333122:0.015631:-0.006974:0.007056		0.011483					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20e3			3.31e-05	0.06	c	1.03	0.93	2.39	0.91	0.75	0.73	0.86	4.51	10	6	11.36	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	523	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20e		hz20e3
1.05	10.229061	1.285556	13.697461	6.000000	0.337785:0.346304:0.315911:0.007882:-0.023052:0.014200	6.000000	0.009023	ATRM				This study	Critical F: 3.1059									hz20f1;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20f		hz20f1
	10.229061	1.285556	13.697461	6.000000	0.337785:0.346304:0.315911:0.007882:-0.023052:0.014200		0.009023					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20f1			3.76e-05	0.05	c	1.04	0.96	3.18	0.17	0.92	0.81	0.87	4.79	10	6	17.77	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	523	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20f		hz20f1
2.49	10.621393	2.181476	12.509752	6.000000	0.319430:0.349167:0.331404:-0.009547:0.028384:0.039709	6.000000	0.014254	ATRM				This study	Critical F: 3.1059									hz20f2;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20f		hz20f2
	10.621393	2.181476	12.509752	6.000000	0.319430:0.349167:0.331404:-0.009547:0.028384:0.039709		0.014254					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20f2			3.44e-05	0.03	c	1.10	0.94	5.03	2.32	0.79	0.74	0.86	4.25	11	5	23.93	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	423	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20f		hz20f2
2.13	13.067309	0.420845	21.100426	6.000000	0.357377:0.349084:0.293539:0.001078:0.034322:0.007309	6.000000	0.012216	ATRM				This study	Critical F: 3.1059									hz20f3;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz20f		hz20f3
	13.067309	0.420845	21.100426	6.000000	0.357377:0.349084:0.293539:0.001078:0.034322:0.007309		0.012216					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20f3			3.80e-05	0.03	c	0.99	0.95	4.96	2.21	1.00	0.87	0.89	4.99	14	6	26.49	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20f		hz20f3
5.00	3.617072	1.933821	2.604111	6.000000	0.326961:0.323000:0.350039:-0.011975:-0.005849:-0.015433	6.000000	0.011795	ATRM				This study	Critical F: 3.1059									mgf10a01;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgf10a		mgf10a01
	3.617072	1.933821	2.604111	6.000000	0.326961:0.323000:0.350039:-0.011975:-0.005849:-0.015433		0.011795					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgf10a01			5.06e-05	0.03	c	1.06	0.91	1.15	3.51	0.80	0.81	0.86	3.66	9	4	21.52	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	773	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgf10a		mgf10a01
1.94	15.988779	29.405046	0.010778	6.000000	0.313040:0.377675:0.309285:-0.012923:-0.001633:0.000449	6.000000	0.009081	ATRM				This study	Critical F: 3.1059									mgf10a02;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgf10a		mgf10a02
	15.988779	29.405046	0.010778	6.000000	0.313040:0.377675:0.309285:-0.012923:-0.001633:0.000449		0.009081					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgf10a02			5.40e-05	0.03	c	0.97	0.95	0.56	7.43	0.82	0.83	0.88	1.91	10	5	25.82	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgf10a		mgf10a02
4.08	2.892240	5.195725	0.009153	6.000000	0.322449:0.336415:0.341136:0.005425:-0.019344:-0.007124	6.000000	0.012321	ATRM				This study	Critical F: 3.1059									mgf10a03;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgf10a		mgf10a03
	2.892240	5.195725	0.009153	6.000000	0.322449:0.336415:0.341136:0.005425:-0.019344:-0.007124		0.012321					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgf10a03			5.44e-05	0.01	c	1.00	0.92	0.87	6.15	0.90	0.94	0.89	2.43	12	5	55.95	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	858	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgf10a		mgf10a03
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgf10a		mgf10a04
1.95	13.458854	2.147641	17.038287	6.000000	0.308934:0.355466:0.335600:-0.005478:-0.002948:0.017733	6.000000	0.007307	ATRM				This study	Critical F: 3.1059									mgf10a05;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgf10a		mgf10a05
	13.458854	2.147641	17.038287	6.000000	0.308934:0.355466:0.335600:-0.005478:-0.002948:0.017733		0.007307					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgf10a05			5.64e-05	0.02	c	0.96	0.92	1.28	6.43	0.96	0.94	0.90	3.56	13	5	36.31	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	858	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgf10a		mgf10a05
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study										LP-PI-ALT-PTRM: LP-PI-BT-IZZI : LP-PI-TRM :mgf10b01	Archeologic	Ceramic	5.54e-05	0.05	c	1.00	0.90	2.33	0.16	0.75	0.75	0.85	2.51	9	5	12.51	7.00e-05	Not Specified	DA-CR:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	523	K	DA-CR:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgf10b		mgf10b01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgf10b		mgf10b02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study										LP-PI-ALT-PTRM: LP-PI-BT-IZZI : LP-PI-TRM :mgf10b03	Archeologic	Ceramic	5.01e-05	0.02	c	1.00	0.90	1.26	5.22	0.83	0.78	0.89	2.36	11	5	32.64	6.00e-05	Not Specified	DA-CR:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	858	473	K	DA-CR:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgf10b		mgf10b03
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgf10b		mgf10b04
11.33	9.241123	1.930308	10.825581	6.000000	0.301023:0.334891:0.364086:0.031665:0.017238:-0.004101	6.000000	0.014150	ATRM				This study	Critical F: 3.1059									mgf10b05;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgf10b		mgf10b05
	9.241123	1.930308	10.825581	6.000000	0.301023:0.334891:0.364086:0.031665:0.017238:-0.004101		0.014150					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgf10b05			5.50e-05	0.04	c	1.02	0.90	1.34	0.92	0.88	0.88	0.89	3.91	12	5	20.25	6.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	858	373	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgf10b		mgf10b05
4.78	9.576523	6.128337	5.843393	6.000000	0.352509:0.308112:0.339380:-0.035925:0.015596:-0.011488	6.000000	0.013514	ATRM				This study	Critical F: 3.1059									mgf10b06;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgf10b		mgf10b06
	9.576523	6.128337	5.843393	6.000000	0.352509:0.308112:0.339380:-0.035925:0.015596:-0.011488		0.013514					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgf10b06			5.61e-05	0.03	c	1.03	0.91	2.32	1.97	0.78	0.78	0.88	3.17	10	5	24.59	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgf10b		mgf10b06
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgf10b		mgf10b07
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study										LP-PI-ALT-PTRM: LP-PI-BT-IZZI : LP-PI-TRM :mgf10b08	Archeologic	Ceramic	5.74e-05	0.03	c	1.00	0.90	1.07	2.29	0.82	0.77	0.88	3.23	11	6	26.90	6.00e-05	Not Specified	DA-CR:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	473	K	DA-CR:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgf10b		mgf10b08
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgf10c		mgf10c01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgf10c		mgf10c02
4.72	16.621227	21.152099	2.598466	6.000000	0.357946:0.309966:0.332089:-0.021238:0.002273:-0.026696	6.000000	0.009166	ATRM				This study	Critical F: 3.1059									mgf10d01;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgf10d		mgf10d01
